name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
eric gordon,23088.0,Eric Gordon,SG,26.0,NOP,61.0,60.0,2018.0,12.7,0.544,0.454,0.192,1.6,7.4,17.6,1.3,0.5,14.0,19.8,2.2,0.7,1.4,-2.0,0.7,141.0,0.448,0.805,28.0,229.0,50.0,14.0,122.0,Eric Gordon,193.0,97.0,Indiana University,Indianapolis,Indiana,Eric Gordon,G,6-4,"December 25, 1988",Indiana University
a.j. price,23336.0,A.J. Price,PG,28.0,CLE,11.0,0.0,87.0,7.7,0.3,0.324,0.176,5.4,14.3,22.1,1.8,0.0,7.6,20.6,-0.2,0.1,-4.6,-1.5,-0.1,0.0,0.0,0.667,4.0,13.0,3.0,0.0,3.0,A.J. Price,213.0,124.0,Unknown,Unknown,Unknown,A.J. Price,G,6-2,"October 7, 1986",University of Connecticut
eric gordon,21323.0,Eric Gordon,PG,23.0,NOH,9.0,9.0,310.0,19.2,0.549,0.286,0.464,0.8,8.7,19.3,2.3,1.1,12.5,29.4,0.5,0.3,2.2,-1.9,0.2,10.0,0.25,0.754,2.0,31.0,13.0,4.0,24.0,Eric Gordon,193.0,97.0,Indiana University,Indianapolis,Indiana,Eric Gordon,G,6-4,"December 25, 1988",Indiana University
anthony randolph,22109.0,Anthony Randolph,PF,23.0,DEN,39.0,0.0,329.0,15.6,0.534,0.07,0.395,10.1,22.1,5.5,2.9,5.0,21.7,22.5,-0.1,0.6,-3.8,2.3,0.0,0.0,0.0,0.689,29.0,12.0,19.0,21.0,37.0,Anthony Randolph,208.0,92.0,Louisiana State University,Worzbach,Germany,Anthony Randolph,F,6-10,"July 15, 1989",Louisiana State University
ognjen kuzmic,22584.0,Ognjen Kuzmic,C,23.0,GSW,21.0,0.0,92.0,3.4,0.42,0.0,0.846,12.1,12.8,2.9,1.6,3.3,35.9,13.3,-0.2,0.1,-7.5,2.3,-0.1,0.0,0.24879631551634632,0.455,10.0,2.0,3.0,4.0,10.0,Ognjen Kuzmic,216.0,113.0,Unknown,Doboj,Bosnia and Herzegovina,Ognjen Kuzmic,C,7-1,"May 16, 1990",Unknown
loren meyer,13176.0,Loren Meyer,PF,24.0,TOT,54.0,33.0,708.0,8.1,0.489,0.029,0.262,8.7,15.2,4.4,0.8,1.6,18.6,21.4,-0.8,0.5,-5.8,-2.0,-1.0,4.0,0.571,0.719,53.0,19.0,11.0,15.0,62.0,Loren Meyer,208.0,116.0,Iowa State University,Emmetsburg,Iowa,Loren Meyer,C,6-10,"December 30, 1972",Iowa State University
craig smith,19221.0,Craig Smith,PF,24.0,MIN,77.0,11.0,1547.0,16.7,0.59,0.017,0.379,8.9,17.8,6.6,1.2,0.9,12.6,20.6,2.7,0.9,-0.2,-1.6,0.1,0.0,0.0,0.665,123.0,60.0,36.0,17.0,89.0,Craig Smith,201.0,113.0,Boston College,Inglewood,California,Craig Smith,F,6-7,"November 10, 1983",Boston College
paul grant,14135.0,Paul Grant,C,25.0,TOT,6.0,0.0,13.0,-4.6,0.333,0.0,0.0,8.0,0.0,0.0,4.2,0.0,25.0,27.9,-0.1,0.0,-11.9,-3.3,0.0,0.0,0.24879631551634632,0.7192786333417487,1.0,0.0,1.0,0.0,2.0,Paul Grant,213.0,111.0,University of Wisconsin,Pittsburgh,Pennsylvania,Paul Grant,C,7-0,"January 6, 1974",University of Wisconsin
jelani mccoy,16818.0,Jelani McCoy,C,26.0,CLE,2.0,0.0,12.0,-3.8,0.49300126334664623,0.15860433144009717,0.32545504587156027,9.2,27.7,0.0,0.0,0.0,100.0,3.7,0.0,0.0,-10.7,-2.6,0.0,0.0,0.24879631551634632,0.7192786333417487,1.0,0.0,0.0,0.0,1.0,Jelani McCoy,208.0,111.0,"University of California, Los Angeles",Oakland,California,Jelani McCoy,C,6-10,"December 6, 1977","University of California, Los Angeles"
jon mcglocklin,3453.0,Jon McGlocklin,SG,28.0,MIL,80.0,23.593374650359237,2213.0,12.7,0.543,0.15860433144009717,0.172,6.181565025009618,13.708657175836867,13.1,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.6,2.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.865,62.18920998220897,231.0,39.89705245948935,24.470260133673126,73.93983201832528,Jon McGlocklin,196.0,92.0,Indiana University,Franklin,Indiana,Jon McGlocklin,G-F,6-5,"June 10, 1943",Indiana University
kevin restani,6725.0,Kevin Restani,PF,30.0,TOT,47.0,0.0,483.0,6.4,0.389,0.023,0.182,8.6,17.4,5.6,1.1,1.3,17.4,9.7,-0.3,0.3,-4.6,0.5,-0.3,0.0,0.0,0.625,39.0,22.0,11.0,11.0,20.0,Kevin Restani,206.0,102.0,University of San Francisco,San Francisco,California,Kevin Restani,F-C,6-9,"December 23, 1951",University of San Francisco
vern fleming,8409.0,Vern Fleming,PG,24.0,IND,82.0,82.0,2549.0,15.8,0.57,0.014,0.415,4.6,9.8,25.7,2.1,0.4,16.3,16.8,4.0,2.9,1.2,0.7,2.5,2.0,0.2,0.788,109.0,473.0,109.0,18.0,167.0,Vern Fleming,196.0,83.0,University of Georgia,New York,New York,Vern Fleming,G,6-5,"February 4, 1962",University of Georgia
fred jones,16237.0,Fred Jones,SG,23.0,IND,19.0,1.0,115.0,5.5,0.446,0.292,0.167,4.0,4.8,6.7,2.7,0.6,18.9,12.5,-0.1,0.1,-4.0,0.3,0.0,2.0,0.286,0.75,4.0,5.0,6.0,1.0,6.0,Fred Jones,193.0,95.0,University of Oregon,Malvern,Arkansas,Fred Jones,G-F,6-4,"March 11, 1979",University of Oregon
jon mcglocklin,2981.0,Jon McGlocklin,SG,26.0,MIL,82.0,23.593374650359237,2966.0,14.8,0.559,0.15860433144009717,0.164,6.181565025009618,13.708657175836867,13.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.2,2.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.854,62.18920998220897,303.0,39.89705245948935,24.470260133673126,73.93983201832528,Jon McGlocklin,196.0,92.0,Indiana University,Franklin,Indiana,Jon McGlocklin,G-F,6-5,"June 10, 1943",Indiana University
bruno sundov,16981.0,Bruno Sundov,C,23.0,TOT,5.0,0.0,33.0,3.5,0.435,0.0,0.6,6.7,26.8,6.4,0.0,0.0,19.2,21.3,-0.1,0.0,-10.4,-9.0,-0.1,0.0,0.24879631551634632,0.5,2.0,1.0,0.0,0.0,3.0,Bruno Sundov,218.0,99.0,Unknown,Split,Croatia,Bruno Sundov,C,7-2,"February 10, 1980",Unknown
richard morton,9362.0,Richard Morton,PG,22.0,IND,2.0,0.0,11.0,12.9,0.75,0.0,0.0,0.0,0.0,15.7,0.0,0.0,20.0,19.0,0.0,0.0,-1.3,-8.1,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,1.0,0.0,0.0,1.0,Richard Morton,190.0,86.0,"California State University, Fullerton",San Francisco,California,Richard Morton,G,6-3,"February 2, 1966","California State University, Fullerton"
loren meyer,13177.0,Loren Meyer,PF,24.0,DAL,19.0,16.0,259.0,4.4,0.468,0.026,0.154,6.2,15.9,4.7,1.2,0.9,24.5,19.6,-0.6,0.2,-7.7,-1.3,-0.5,1.0,0.5,0.75,14.0,7.0,6.0,3.0,27.0,Loren Meyer,208.0,116.0,Iowa State University,Emmetsburg,Iowa,Loren Meyer,C,6-10,"December 30, 1972",Iowa State University
vern fleming,12441.0,Vern Fleming,PG,33.0,NJN,77.0,3.0,1747.0,11.3,0.49,0.053,0.338,3.0,7.8,24.6,1.2,0.2,16.9,18.1,0.5,1.1,-2.1,-1.5,-0.7,3.0,0.107,0.751,49.0,255.0,41.0,5.0,122.0,Vern Fleming,196.0,83.0,University of Georgia,New York,New York,Vern Fleming,G,6-5,"February 4, 1962",University of Georgia
fred jones,18485.0,Fred Jones,SG,27.0,TOT,63.0,12.0,1319.0,10.0,0.501,0.355,0.316,2.1,8.4,12.8,1.9,0.9,14.0,16.9,0.2,1.0,-1.6,-0.3,0.0,39.0,0.305,0.833,23.0,108.0,48.0,16.0,67.0,Fred Jones,193.0,95.0,University of Oregon,Malvern,Arkansas,Fred Jones,G-F,6-4,"March 11, 1979",University of Oregon
brian evans,14105.0,Brian Evans,SF,25.0,MIN,5.0,0.0,24.0,3.1,0.2,0.2,0.0,8.6,0.0,6.1,4.4,0.0,0.0,18.3,-0.1,0.0,-6.0,-0.8,0.0,0.0,0.0,0.7192786333417487,2.0,1.0,2.0,0.0,0.0,Brian Evans,203.0,99.0,Indiana University,Rockford,Illinois,Brian Evans,F,6-8,"September 13, 1973",Indiana University
fred jones,17363.0,Fred Jones,SG,25.0,IND,77.0,14.0,2268.0,13.3,0.551,0.354,0.32,1.8,10.8,15.7,1.5,1.0,13.4,18.0,2.6,2.2,0.3,0.1,1.4,87.0,0.38,0.85,34.0,196.0,61.0,31.0,114.0,Fred Jones,193.0,95.0,University of Oregon,Malvern,Arkansas,Fred Jones,G-F,6-4,"March 11, 1979",University of Oregon
kevin restani,6362.0,Kevin Restani,SF,29.0,SAS,64.0,23.593374650359237,999.0,13.8,0.551,0.022,0.238,8.1,10.8,11.4,0.7,0.7,14.3,18.9,1.4,0.6,0.1,-1.9,0.0,3.0,0.375,0.705,71.0,81.0,16.0,14.0,68.0,Kevin Restani,206.0,102.0,University of San Francisco,San Francisco,California,Kevin Restani,F-C,6-9,"December 23, 1951",University of San Francisco
brian evans,13567.0,Brian Evans,SF,24.0,NJN,28.0,1.0,332.0,12.0,0.523,0.396,0.085,5.9,12.7,11.5,1.1,1.1,11.3,16.2,0.5,0.2,0.3,-1.4,0.1,17.0,0.405,0.667,18.0,24.0,7.0,5.0,14.0,Brian Evans,203.0,99.0,Indiana University,Rockford,Illinois,Brian Evans,F,6-8,"September 13, 1973",Indiana University
craig smith,19831.0,Craig Smith,PF,25.0,MIN,74.0,31.0,1460.0,16.9,0.599,0.002,0.482,7.6,15.5,9.7,1.1,1.0,14.4,22.5,2.3,0.8,-0.1,-1.2,0.3,0.0,0.0,0.677,98.0,79.0,31.0,19.0,105.0,Craig Smith,201.0,113.0,Boston College,Inglewood,California,Craig Smith,F,6-7,"November 10, 1983",Boston College
gail goodrich*,2258.0,Gail Goodrich*,SG,22.0,LAL,65.0,23.593374650359237,1008.0,11.9,0.448,0.15860433144009717,0.296,6.181565025009618,13.708657175836867,13.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,0.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.691,62.18920998220897,103.0,39.89705245948935,24.470260133673126,73.93983201832528,Gail Goodrich*,185.0,77.0,"University of California, Los Angeles",Los Angeles,California,,,,,
mario hezonja,23739.0,Mario Hezonja,SF,20.0,ORL,79.0,9.0,1413.0,9.4,0.541,0.459,0.129,2.2,11.8,11.2,1.4,1.0,18.0,16.9,-0.1,1.0,-1.9,-0.9,-0.3,67.0,0.349,0.907,28.0,109.0,39.0,17.0,97.0,Mario Hezonja,203.0,97.0,Unknown,Dubrovnik,Croatia,Mario Hezonja,F-G,6-8,"February 25, 1995",Unknown
joe harris,24312.0,Joe Harris,SG,25.0,BRK,52.0,11.0,1138.0,9.0,0.558,0.61,0.135,1.5,12.0,7.3,1.2,0.5,12.5,16.5,0.1,0.6,-1.4,-1.5,-0.3,85.0,0.385,0.714,16.0,54.0,30.0,8.0,55.0,Joe Harris,198.0,99.0,University of Virginia,Chelan,Washington,Joe Harris,G,6-6,"September 6, 1991",University of Virginia
don adams,4099.0,Don Adams,SF,27.0,DET,51.0,23.593374650359237,1376.0,8.4,0.428,0.15860433144009717,0.248,5.1,14.3,7.3,2.4,0.8,15.085098559901962,18.906491853360468,-0.8,1.3,-4.0,1.3,-0.2,22.215036720029588,0.24879631551634632,0.577,63.0,75.0,69.0,20.0,73.93983201832528,Don Adams,198.0,95.0,Northwestern University,Atlanta,Georgia,Don Adams,F,6-6,"November 27, 1947",Northwestern University
bob donham,652.0,Bob Donham,SG,26.0,BOS,71.0,23.593374650359237,1435.0,14.4,0.492,0.15860433144009717,0.68,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,2.8,1.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.471,62.18920998220897,153.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Donham,188.0,86.0,Ohio State University,Unknown,Unknown,Bob Donham,G-F,6-2,"October 11, 1926",Ohio State University
mychal thompson,7861.0,Mychal Thompson,PF,30.0,POR,79.0,55.0,2616.0,17.5,0.554,0.0,0.404,9.1,17.3,11.0,1.4,2.2,15.0,23.3,2.9,3.1,0.5,0.5,2.0,0.0,0.24879631551634632,0.684,211.0,205.0,78.0,104.0,231.0,Mychal Thompson,208.0,102.0,University of Minnesota,Nassau,Bahamas,Mychal Thompson,C-F,6-10,"January 30, 1955",University of Minnesota
mickey davis,3637.0,Mickey Davis,SF,22.0,MIL,74.0,23.593374650359237,1046.0,12.2,0.49,0.15860433144009717,0.265,6.181565025009618,13.708657175836867,8.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.7,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.826,62.18920998220897,72.0,39.89705245948935,24.470260133673126,73.93983201832528,Mickey Davis,190.0,83.0,Virginia Union University,Brooklyn,New York,Mickey Davis,F-G,6-7,"June 16, 1950",Duquesne University
mychal thompson,5688.0,Mychal Thompson,C,24.0,POR,73.0,23.593374650359237,2144.0,17.0,0.508,0.15860433144009717,0.287,10.1,21.3,12.1,1.5,3.5,16.3,23.2,1.2,3.2,-0.4,1.5,1.7,22.215036720029588,0.24879631551634632,0.572,198.0,176.0,67.0,134.0,205.0,Mychal Thompson,208.0,102.0,University of Minnesota,Nassau,Bahamas,Mychal Thompson,C-F,6-10,"January 30, 1955",University of Minnesota
mychal thompson,9478.0,Mychal Thompson,C,34.0,LAL,80.0,8.0,1994.0,13.3,0.593,0.002,0.441,9.4,16.2,3.2,1.4,1.7,13.5,14.9,2.8,2.4,-0.5,0.1,0.8,0.0,0.0,0.678,157.0,48.0,58.0,59.0,97.0,Mychal Thompson,208.0,102.0,University of Minnesota,Nassau,Bahamas,Mychal Thompson,C-F,6-10,"January 30, 1955",University of Minnesota
jo jo,3300.0,Jo Jo,PG,24.0,BOS,75.0,23.593374650359237,2787.0,16.2,0.496,0.15860433144009717,0.18,6.181565025009618,13.708657175836867,18.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.1,3.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.799,62.18920998220897,361.0,39.89705245948935,24.470260133673126,73.93983201832528,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
mychal thompson,8229.0,Mychal Thompson,C,31.0,POR,82.0,78.0,2569.0,13.7,0.525,0.0,0.306,8.0,18.9,9.6,1.4,0.8,14.6,20.7,1.3,2.4,-1.1,0.0,0.6,0.0,0.24879631551634632,0.641,181.0,176.0,76.0,35.0,196.0,Mychal Thompson,208.0,102.0,University of Minnesota,Nassau,Bahamas,Mychal Thompson,C-F,6-10,"January 30, 1955",University of Minnesota
bob ferry,1607.0,Bob Ferry,C,23.0,DET,79.0,23.593374650359237,1657.0,16.5,0.5,0.15860433144009717,0.329,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.1,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.741,62.18920998220897,129.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Ferry,203.0,104.0,Saint Louis University,St. Louis,Missouri,Bob Ferry,C-F,6-8,"May 31, 1937",Saint Louis University
don adams,3583.0,Don Adams,SF,25.0,TOT,74.0,23.593374650359237,1874.0,10.6,0.445,0.15860433144009717,0.271,6.181565025009618,13.708657175836867,7.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.6,1.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.788,62.18920998220897,117.0,39.89705245948935,24.470260133673126,73.93983201832528,Don Adams,198.0,95.0,Northwestern University,Atlanta,Georgia,Don Adams,F,6-6,"November 27, 1947",Northwestern University
don adams,3584.0,Don Adams,SF,25.0,ATL,4.0,23.593374650359237,76.0,3.9,0.277,0.15860433144009717,0.211,6.181565025009618,13.708657175836867,7.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.875,62.18920998220897,5.0,39.89705245948935,24.470260133673126,73.93983201832528,Don Adams,198.0,95.0,Northwestern University,Atlanta,Georgia,Don Adams,F,6-6,"November 27, 1947",Northwestern University
jo jo,5361.0,Jo Jo,PG,31.0,BOS,46.0,23.593374650359237,1641.0,11.9,0.458,0.15860433144009717,0.174,3.4,7.7,18.1,1.4,0.2,13.6,20.3,0.6,1.1,-0.9,-0.8,0.1,22.215036720029588,0.24879631551634632,0.858,53.0,209.0,49.0,7.0,117.0,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
mychal thompson,6405.0,Mychal Thompson,C,26.0,POR,79.0,23.593374650359237,2790.0,16.6,0.52,0.001,0.281,8.7,18.1,13.8,1.0,3.4,15.7,21.8,2.1,3.3,0.0,1.6,2.5,0.0,0.0,0.641,223.0,284.0,62.0,170.0,241.0,Mychal Thompson,208.0,102.0,University of Minnesota,Nassau,Bahamas,Mychal Thompson,C-F,6-10,"January 30, 1955",University of Minnesota
jo jo,4633.0,Jo Jo,PG,29.0,BOS,82.0,23.593374650359237,3257.0,14.6,0.484,0.15860433144009717,0.17,1.8,7.6,19.9,1.5,0.3,15.085098559901962,18.906491853360468,4.3,3.2,0.5,-0.3,1.8,22.215036720029588,0.24879631551634632,0.838,61.0,445.0,107.0,20.0,73.93983201832528,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
jo jo,11032.0,Jo Jo,SG,22.0,CHI,6.0,0.0,31.0,1.9,0.276,0.3,0.2,7.2,15.4,4.1,5.0,4.3,26.9,20.8,-0.2,0.1,-10.3,3.2,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
jo jo,4083.0,Jo Jo,PG,27.0,BOS,82.0,23.593374650359237,3238.0,14.0,0.482,0.15860433144009717,0.157,3.1,7.3,19.3,1.4,0.4,15.085098559901962,18.906491853360468,3.7,3.6,-0.1,0.0,1.6,22.215036720029588,0.24879631551634632,0.837,100.0,448.0,105.0,25.0,73.93983201832528,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
cal christensen,344.0,Cal Christensen,SF,23.0,TRI,67.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.401,0.15860433144009717,0.551,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.5,2.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.714,62.18920998220897,161.0,39.89705245948935,24.470260133673126,73.93983201832528,Cal Christensen,196.0,95.0,University of Toledo,Unknown,Unknown,Cal Christensen,F-C,6-5,"June 6, 1927",University of Toledo
bob donham,520.0,Bob Donham,SG,25.0,BOS,66.0,23.593374650359237,1980.0,14.3,0.508,0.15860433144009717,0.709,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.2,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.509,62.18920998220897,228.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Donham,188.0,86.0,Ohio State University,Unknown,Unknown,Bob Donham,G-F,6-2,"October 11, 1926",Ohio State University
james wilkes,6437.0,James Wilkes,SF,22.0,CHI,48.0,23.593374650359237,540.0,11.2,0.491,0.005,0.228,7.9,12.1,7.8,2.2,1.3,14.4,17.9,0.2,0.6,-2.0,-0.5,-0.1,0.0,0.0,0.69,36.0,30.0,25.0,12.0,34.0,James Wilkes,198.0,86.0,"University of California, Los Angeles",Berkeley,California,James Wilkes,F,6-7,"April 1, 1958","University of California, Los Angeles"
jo jo,11970.0,Jo Jo,SG,24.0,CHI,8.0,0.0,127.0,7.7,0.481,0.308,0.333,0.9,1.9,8.0,2.9,0.6,11.8,17.8,0.0,0.2,-3.4,-1.4,-0.1,3.0,0.25,0.769,1.0,7.0,7.0,1.0,6.0,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,
k.j. mcdaniels,23241.0,K.J. McDaniels,SG,21.0,HOU,10.0,0.0,33.0,4.6,0.346,0.2,0.133,3.4,13.3,9.9,0.0,4.7,5.9,22.2,-0.1,0.0,-8.4,-1.3,-0.1,0.0,0.0,0.5,1.0,2.0,0.0,2.0,1.0,K.J. McDaniels,198.0,90.0,Unknown,Unknown,Unknown,K.J. McDaniels,G-F,6-6,"February 9, 1993",Clemson University
kenny carr,6494.0,Kenny Carr,PF,26.0,CLE,46.0,42.0,1482.0,15.3,0.554,0.017,0.42,8.2,22.7,6.3,1.9,0.6,15.3,20.4,1.1,1.2,-0.6,-0.2,0.4,1.0,0.111,0.659,114.0,63.0,58.0,16.0,112.0,Kenny Carr,201.0,99.0,North Carolina State University,Washington,District of Columbia,Kenny Carr,F,6-7,"August 15, 1955",North Carolina State University
malik rose,19795.0,Malik Rose,PF,34.0,NYK,18.0,0.0,160.0,-1.9,0.327,0.098,0.268,2.6,19.1,8.6,0.3,0.5,27.1,17.1,-0.6,0.1,-11.1,-1.0,-0.4,0.0,0.0,0.727,4.0,10.0,1.0,1.0,17.0,Malik Rose,201.0,113.0,Drexel University,Philadelphia,Pennsylvania,Malik Rose,F,6-7,"November 23, 1974",Drexel University
kenny carr,5778.0,Kenny Carr,PF,24.0,TOT,79.0,23.593374650359237,1838.0,15.9,0.526,0.005,0.342,11.0,23.3,5.6,1.6,1.5,14.8,21.7,1.4,2.3,-1.0,-0.2,0.4,0.0,0.0,0.658,199.0,77.0,66.0,52.0,154.0,Kenny Carr,201.0,99.0,North Carolina State University,Washington,District of Columbia,Kenny Carr,F,6-7,"August 15, 1955",North Carolina State University
kenny carr,5780.0,Kenny Carr,PF,24.0,CLE,74.0,23.593374650359237,1781.0,16.3,0.527,0.005,0.347,11.0,23.4,5.7,1.6,1.5,14.3,21.8,1.6,2.3,-0.7,-0.2,0.5,0.0,0.0,0.655,194.0,76.0,64.0,51.0,145.0,Kenny Carr,201.0,99.0,North Carolina State University,Washington,District of Columbia,Kenny Carr,F,6-7,"August 15, 1955",North Carolina State University
dick bunt,634.0,Dick Bunt,PG,22.0,TOT,26.0,23.593374650359237,271.0,6.6,0.365,0.15860433144009717,0.457,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.708,62.18920998220897,17.0,39.89705245948935,24.470260133673126,73.93983201832528,Dick Bunt,183.0,77.0,New York University,Queens,New York,Dick Bunt,G,6-0,"July 13, 1930",New York University
samuel dalembert,19469.0,Samuel Dalembert,C,27.0,PHI,82.0,82.0,2036.0,13.2,0.535,0.005,0.286,12.5,28.9,1.4,0.9,5.8,19.3,13.6,0.5,3.5,-4.2,1.7,-0.3,0.0,0.0,0.734,214.0,18.0,33.0,146.0,117.0,Samuel Dalembert,211.0,115.0,Seton Hall University,Port-Au-Prince,Haiti,Samuel Dalembert,C,6-11,"May 10, 1981",Seton Hall University
michael cage,10973.0,Michael Cage,C,31.0,SEA,82.0,66.0,2156.0,13.2,0.527,0.002,0.313,14.3,21.6,4.1,1.8,1.4,11.1,10.4,2.9,3.3,0.0,1.7,2.0,0.0,0.0,0.469,268.0,69.0,76.0,46.0,59.0,Michael Cage,206.0,101.0,San Diego State University,West Memphis,Arkansas,Michael Cage,F-C,6-9,"January 28, 1962",San Diego State University
kenny carr,5779.0,Kenny Carr,PF,24.0,LAL,5.0,23.593374650359237,57.0,5.2,0.474,0.0,0.125,10.5,21.1,2.0,1.6,0.9,34.8,18.2,-0.2,0.1,-8.2,-1.6,-0.1,0.0,0.24879631551634632,1.0,5.0,1.0,2.0,1.0,9.0,Kenny Carr,201.0,99.0,North Carolina State University,Washington,District of Columbia,Kenny Carr,F,6-7,"August 15, 1955",North Carolina State University
malik rose,16945.0,Malik Rose,PF,29.0,SAS,67.0,13.0,1256.0,15.0,0.526,0.007,0.557,9.9,18.5,9.4,1.5,1.4,18.2,22.6,1.1,2.7,-2.4,1.4,0.3,0.0,0.0,0.813,110.0,69.0,36.0,24.0,112.0,Malik Rose,201.0,113.0,Drexel University,Philadelphia,Pennsylvania,Malik Rose,F,6-7,"November 23, 1974",Drexel University
quincy miller,22642.0,Quincy Miller,PF,21.0,DEN,52.0,16.0,789.0,8.6,0.459,0.367,0.215,4.9,15.2,4.9,1.4,3.0,14.6,17.7,-0.7,0.7,-4.1,0.3,-0.4,30.0,0.319,0.709,36.0,26.0,22.0,32.0,48.0,Quincy Miller,206.0,95.0,Baylor University,Chicago,Illinois,Quincy Miller,F,6-9,"November 18, 1992",Baylor University
malcolm lee,21987.0,Malcolm Lee,SG,22.0,MIN,16.0,12.0,289.0,9.8,0.46,0.316,0.263,5.8,9.8,10.7,2.1,1.6,10.5,14.7,0.1,0.3,-1.8,0.9,0.1,8.0,0.333,0.6,15.0,20.0,12.0,6.0,10.0,Malcolm Lee,196.0,90.0,"University of California, Los Angeles",Riverside,California,Malcolm Lee,G,6-5,"May 22, 1990","University of California, Los Angeles"
james michael,24440.0,James Michael,PF,24.0,GSW,52.0,2.0,457.0,13.0,0.543,0.068,0.359,8.7,12.6,4.9,1.9,5.0,12.3,14.6,0.3,0.8,-2.8,2.3,0.2,2.0,0.25,0.5,34.0,17.0,18.0,29.0,19.0,James Michael,198.0,90.0,Unknown,Unknown,Unknown,,,,,
bailey howell*,2948.0,Bailey Howell*,PF,33.0,BOS,82.0,23.593374650359237,2078.0,14.0,0.484,0.15860433144009717,0.331,6.181565025009618,13.708657175836867,7.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.7,2.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.763,62.18920998220897,120.0,39.89705245948935,24.470260133673126,73.93983201832528,Bailey Howell*,201.0,95.0,Mississippi State University,Middleton,Tennessee,,,,,
