name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
joe kleine,10222.0,Joe Kleine,C,29.0,BOS,72.0,1.0,850.0,9.9,0.519,0.009,0.317,10.1,20.7,3.0,0.9,0.9,17.6,14.9,0.2,1.0,-3.5,-1.3,-0.6,0.0,0.0,0.783,71.0,21.0,15.0,14.0,53.0,Joe Kleine,211.0,115.0,University of Arkansas,Colorado Springs,Colorado,Joe Kleine,C,6-11,"January 4, 1962",University of Arkansas
em bryant,2233.0,Em Bryant,PG,27.0,NYK,71.0,23.593374650359237,1193.0,13.1,0.505,0.15860433144009717,0.225,6.181565025009618,13.708657175836867,24.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.6,0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.733,62.18920998220897,216.0,39.89705245948935,24.470260133673126,73.93983201832528,Em Bryant,185.0,79.0,DePaul University,Chicago,Illinois,Em Bryant,G,6-1,"November 4, 1938",DePaul University
bob warlick,2644.0,Bob Warlick,SG,26.0,SFW,69.0,23.593374650359237,1320.0,12.5,0.446,0.15860433144009717,0.28,6.181565025009618,13.708657175836867,16.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,1.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.567,62.18920998220897,159.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Warlick,196.0,90.0,Pepperdine University,Hickory,North Carolina,Bob Warlick,G-F,6-5,"March 20, 1941",Pepperdine University
vinny del,11474.0,Vinny Del,SG,27.0,SAS,77.0,56.0,1949.0,15.3,0.545,0.068,0.268,1.6,7.4,25.5,1.7,0.0,12.6,18.6,4.0,1.7,0.9,-1.7,0.6,15.0,0.349,0.824,27.0,320.0,64.0,1.0,102.0,Vinny Del,198.0,88.0,Unknown,Unknown,Unknown,,,,,
vinny del,15092.0,Vinny Del,PG,34.0,GSW,29.0,1.0,396.0,6.9,0.397,0.1,0.178,1.0,7.9,23.5,0.8,0.0,13.4,11.9,0.0,-0.1,-4.8,-3.7,-0.6,1.0,0.111,1.0,4.0,62.0,6.0,0.0,15.0,Vinny Del,198.0,88.0,Unknown,Unknown,Unknown,,,,,
antawn jamison,21397.0,Antawn Jamison,PF,35.0,CLE,65.0,65.0,2151.0,16.1,0.481,0.256,0.26,6.3,15.7,11.9,1.2,1.5,7.2,26.2,2.1,1.0,0.7,-1.8,0.5,91.0,0.341,0.683,123.0,131.0,51.0,43.0,90.0,Antawn Jamison,203.0,101.0,University of North Carolina,Shreveport,Louisiana,Antawn Jamison,F,6-8,"June 12, 1976",University of North Carolina
tim frazier,23062.0,Tim Frazier,PG,24.0,PHI,6.0,3.0,171.0,5.9,0.343,0.256,0.349,2.4,10.0,40.4,1.8,0.0,26.6,17.2,-0.4,0.1,-6.6,-2.8,-0.3,3.0,0.273,0.333,4.0,43.0,6.0,0.0,18.0,Tim Frazier,185.0,77.0,Pennsylvania State University,Houston,Texas,Tim Frazier,G,6-1,"November 1, 1990",Pennsylvania State University
tim frazier,23063.0,Tim Frazier,PG,24.0,POR,5.0,0.0,68.0,13.7,0.557,0.333,0.333,3.2,10.8,36.7,1.5,0.0,25.3,18.2,0.1,0.1,-0.6,-1.5,0.0,2.0,0.333,0.833,2.0,17.0,2.0,0.0,7.0,Tim Frazier,185.0,77.0,Pennsylvania State University,Houston,Texas,Tim Frazier,G,6-1,"November 1, 1990",Pennsylvania State University
andrew bynum,20606.0,Andrew Bynum,C,23.0,LAL,54.0,47.0,1500.0,21.1,0.606,0.0,0.506,13.3,24.7,7.7,0.7,5.4,12.8,17.6,3.8,2.8,0.5,2.8,2.0,0.0,0.24879631551634632,0.66,170.0,73.0,19.0,106.0,74.0,Andrew Bynum,213.0,129.0,Unknown,Plainsboro,New Jersey,Andrew Bynum,C,7-0,"October 27, 1987",Unknown
tim frazier,23061.0,Tim Frazier,PG,24.0,TOT,11.0,3.0,239.0,8.1,0.406,0.279,0.344,2.6,10.2,39.4,1.7,0.0,26.2,17.5,-0.3,0.2,-4.9,-2.4,-0.3,5.0,0.294,0.476,6.0,60.0,8.0,0.0,25.0,Tim Frazier,185.0,77.0,Pennsylvania State University,Houston,Texas,Tim Frazier,G,6-1,"November 1, 1990",Pennsylvania State University
wally szczerbiak,19250.0,Wally Szczerbiak,SF,30.0,CLE,25.0,1.0,556.0,10.3,0.451,0.249,0.196,3.6,13.3,10.4,0.9,1.0,8.1,20.2,0.0,0.5,-3.2,-1.5,-0.4,19.0,0.365,0.878,18.0,35.0,9.0,7.0,20.0,Wally Szczerbiak,198.0,95.0,George Washington University,Pittsburgh,Pennsylvania,Wally Szczerbiak,F,6-7,"March 5, 1977",Miami University
wally szczerbiak,18138.0,Wally Szczerbiak,SF,28.0,BOS,32.0,31.0,1174.0,17.2,0.586,0.265,0.303,4.4,8.3,15.1,0.8,0.3,9.5,20.7,2.9,0.5,2.9,-2.2,0.8,44.0,0.393,0.898,41.0,101.0,19.0,4.0,50.0,Wally Szczerbiak,198.0,95.0,George Washington University,Pittsburgh,Pennsylvania,Wally Szczerbiak,F,6-7,"March 5, 1977",Miami University
wally szczerbiak,19851.0,Wally Szczerbiak,SF,31.0,CLE,74.0,5.0,1527.0,12.1,0.581,0.422,0.266,3.5,14.2,8.3,1.0,0.5,11.0,15.4,2.3,2.2,-0.2,0.0,0.7,69.0,0.411,0.849,43.0,82.0,28.0,10.0,55.0,Wally Szczerbiak,198.0,95.0,George Washington University,Pittsburgh,Pennsylvania,Wally Szczerbiak,F,6-7,"March 5, 1977",Miami University
adrian griffin,17282.0,Adrian Griffin,SF,30.0,CHI,69.0,1.0,667.0,10.7,0.419,0.056,0.273,8.8,15.7,12.6,3.3,0.4,14.3,14.1,-0.1,1.4,-3.2,3.6,0.4,2.0,0.222,0.75,52.0,53.0,43.0,4.0,30.0,Adrian Griffin,196.0,98.0,Seton Hall University,Wichita,Kansas,Adrian Griffin,G-F,6-5,"July 4, 1974",Seton Hall University
leon douglas,4735.0,Leon Douglas,C,22.0,DET,82.0,23.593374650359237,1626.0,13.3,0.503,0.15860433144009717,0.447,11.5,22.0,5.2,1.2,2.6,15.085098559901962,18.906491853360468,0.3,1.8,-1.7,0.1,0.1,22.215036720029588,0.24879631551634632,0.555,181.0,68.0,44.0,81.0,73.93983201832528,Leon Douglas,208.0,104.0,University of Alabama,Leighton,Alabama,Leon Douglas,C-F,6-10,"August 26, 1954",University of Alabama
scottie pippen*,12159.0,Scottie Pippen*,SF,29.0,CHI,79.0,79.0,3014.0,22.6,0.559,0.239,0.333,6.9,18.2,22.8,4.0,2.2,15.2,26.3,5.1,6.7,3.8,4.0,7.4,109.0,0.345,0.716,175.0,409.0,232.0,89.0,271.0,Scottie Pippen*,203.0,95.0,University of Central Arkansas,Hamburg,Arkansas,,,,,
wally szczerbiak,15953.0,Wally Szczerbiak,SF,24.0,MIN,82.0,82.0,3117.0,17.1,0.58,0.159,0.227,4.5,9.9,13.6,1.1,0.5,12.1,21.8,7.0,1.7,2.9,-1.1,3.1,87.0,0.455,0.831,120.0,257.0,66.0,21.0,181.0,Wally Szczerbiak,198.0,95.0,George Washington University,Pittsburgh,Pennsylvania,Wally Szczerbiak,F,6-7,"March 5, 1977",Miami University
scottie pippen*,16911.0,Scottie Pippen*,SF,38.0,CHI,23.0,6.0,412.0,12.4,0.448,0.343,0.193,5.2,13.1,21.0,2.7,1.6,16.0,19.6,-0.2,0.5,-1.5,0.7,0.1,13.0,0.271,0.63,20.0,50.0,21.0,9.0,29.0,Scottie Pippen*,203.0,95.0,University of Central Arkansas,Hamburg,Arkansas,,,,,
wally szczerbiak,14904.0,Wally Szczerbiak,SF,22.0,MIN,73.0,53.0,2171.0,15.4,0.571,0.117,0.241,4.7,9.9,14.2,1.4,0.8,10.1,17.1,4.5,1.7,1.6,-0.4,1.8,28.0,0.359,0.826,89.0,201.0,58.0,23.0,83.0,Wally Szczerbiak,198.0,95.0,George Washington University,Pittsburgh,Pennsylvania,Wally Szczerbiak,F,6-7,"March 5, 1977",Miami University
leon douglas,6906.0,Leon Douglas,C,28.0,KCK,5.0,0.0,46.0,2.0,0.515,0.0,0.667,7.1,9.4,0.0,0.0,3.7,20.5,4.1,0.0,0.0,-4.4,-0.3,0.0,0.0,0.24879631551634632,0.0,3.0,0.0,0.0,3.0,1.0,Leon Douglas,208.0,104.0,University of Alabama,Leighton,Alabama,Leon Douglas,C-F,6-10,"August 26, 1954",University of Alabama
adrian griffin,16169.0,Adrian Griffin,SG,28.0,DAL,74.0,48.0,1373.0,11.5,0.463,0.071,0.095,7.1,14.1,11.0,2.9,0.3,11.8,13.2,0.9,1.9,-1.1,2.0,1.0,6.0,0.25,0.844,88.0,105.0,77.0,6.0,47.0,Adrian Griffin,196.0,98.0,Seton Hall University,Wichita,Kansas,Adrian Griffin,G-F,6-5,"July 4, 1974",Seton Hall University
anthony carter,15591.0,Anthony Carter,PG,26.0,MIA,46.0,18.0,1050.0,8.9,0.359,0.073,0.138,2.1,10.8,33.0,2.6,0.2,20.7,15.8,-1.4,1.6,-4.6,0.7,-0.5,1.0,0.053,0.528,19.0,214.0,50.0,3.0,72.0,Anthony Carter,185.0,86.0,University of Hawaii,Milwaukee,Wisconsin,Anthony Carter,G,6-1,"June 16, 1975",University of Hawaii
anthony carter,16085.0,Anthony Carter,PG,27.0,MIA,49.0,26.0,912.0,9.9,0.39,0.034,0.215,1.5,9.3,37.9,2.7,0.4,24.1,17.3,-1.3,1.1,-4.8,-0.5,-0.8,0.0,0.0,0.66,12.0,203.0,45.0,5.0,81.0,Anthony Carter,185.0,86.0,University of Hawaii,Milwaukee,Wisconsin,Anthony Carter,G,6-1,"June 16, 1975",University of Hawaii
justin anderson,24112.0,Justin Anderson,SF,23.0,PHI,24.0,8.0,518.0,12.8,0.564,0.444,0.253,6.4,14.1,10.4,1.2,1.1,12.6,17.2,0.5,0.4,-0.4,-0.6,0.1,21.0,0.292,0.78,30.0,34.0,13.0,7.0,26.0,Justin Anderson,198.0,103.0,University of Virginia,Montross,Virginia,Justin Anderson,G,6-6,"November 19, 1993",University of Virginia
malcolm thomas,22793.0,Malcolm Thomas,PF,25.0,SAS,1.0,0.0,15.0,6.6,0.205,0.0,0.5,7.8,57.8,0.0,0.0,9.6,17.0,17.7,-0.1,0.0,-18.9,-0.7,-0.1,0.0,0.24879631551634632,0.0,1.0,0.0,0.0,2.0,1.0,Malcolm Thomas,206.0,102.0,San Diego State University,Columbia,Missouri,Malcolm Thomas,F,6-9,"November 8, 1988",San Diego State University
malcolm thomas,21598.0,Malcolm Thomas,PF,23.0,SAS,3.0,0.0,15.0,7.1,0.129,0.0,0.667,7.8,15.0,8.1,3.4,4.8,0.0,11.8,0.0,0.0,-7.1,5.0,0.0,0.0,0.24879631551634632,0.5,1.0,1.0,1.0,1.0,0.0,Malcolm Thomas,206.0,102.0,San Diego State University,Columbia,Missouri,Malcolm Thomas,F,6-9,"November 8, 1988",San Diego State University
justin anderson,24111.0,Justin Anderson,SF,23.0,DAL,51.0,2.0,710.0,14.7,0.521,0.44,0.318,6.1,18.9,7.6,2.1,2.0,11.2,23.6,0.1,0.9,-1.8,-0.1,0.0,37.0,0.303,0.795,39.0,32.0,28.0,16.0,40.0,Justin Anderson,198.0,103.0,University of Virginia,Montross,Virginia,Justin Anderson,G,6-6,"November 19, 1993",University of Virginia
malcolm thomas,23442.0,Malcolm Thomas,PF,26.0,PHI,17.0,0.0,194.0,8.2,0.492,0.175,0.325,8.5,23.5,6.0,0.8,0.4,22.1,13.2,-0.1,0.2,-6.4,-1.0,-0.3,0.0,0.0,0.692,16.0,7.0,3.0,1.0,13.0,Malcolm Thomas,206.0,102.0,San Diego State University,Columbia,Missouri,Malcolm Thomas,F,6-9,"November 8, 1988",San Diego State University
anthony carter,20620.0,Anthony Carter,PG,35.0,DEN,14.0,0.0,153.0,5.4,0.421,0.4,0.067,0.0,8.8,23.2,3.0,0.5,31.2,13.1,-0.2,0.2,-4.8,0.1,-0.1,4.0,0.333,1.0,0.0,26.0,9.0,1.0,14.0,Anthony Carter,185.0,86.0,University of Hawaii,Milwaukee,Wisconsin,Anthony Carter,G,6-1,"June 16, 1975",University of Hawaii
joe smith,14879.0,Joe Smith,C,24.0,MIN,78.0,9.0,1975.0,14.4,0.525,0.002,0.414,10.8,17.7,6.7,1.2,3.1,13.9,19.5,2.2,2.5,-1.3,0.6,0.7,1.0,1.0,0.756,186.0,88.0,45.0,85.0,119.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
kris humphries,17898.0,Kris Humphries,PF,20.0,UTA,62.0,2.0,619.0,10.3,0.406,0.025,0.32,10.9,20.0,8.6,2.0,2.2,11.8,19.7,-0.6,0.8,-4.7,-0.1,-0.4,0.0,0.0,0.523,56.0,30.0,23.0,16.0,31.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota
joe smith,15931.0,Joe Smith,C,26.0,MIN,72.0,63.0,1922.0,16.0,0.571,0.005,0.355,9.3,17.9,6.6,1.1,2.3,11.4,17.8,4.1,2.0,0.4,0.3,1.3,2.0,0.667,0.83,152.0,82.0,39.0,59.0,86.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
joe smith,18118.0,Joe Smith,PF,30.0,MIL,44.0,5.0,887.0,16.1,0.533,0.007,0.377,10.9,20.1,6.0,1.4,1.2,10.1,20.4,1.4,0.9,-1.3,-0.8,0.0,0.0,0.0,0.774,83.0,31.0,24.0,13.0,40.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
henry james,10655.0,Henry James,SF,26.0,CLE,65.0,5.0,866.0,10.0,0.479,0.223,0.189,4.7,9.6,4.3,0.9,0.7,9.0,24.1,-0.3,0.5,-3.1,-4.0,-1.1,29.0,0.322,0.803,35.0,25.0,16.0,11.0,43.0,Henry James,203.0,99.0,St. Mary's University,Centreville,Alabama,Henry James,F,6-8,"July 29, 1965",St. Mary's University
eddie gill,15140.0,Eddie Gill,PG,22.0,NJN,8.0,0.0,152.0,8.9,0.451,0.22,0.122,0.0,7.0,26.3,1.4,0.5,18.8,15.9,-0.1,0.0,-4.0,-3.6,-0.2,3.0,0.333,0.8,0.0,24.0,4.0,1.0,10.0,Eddie Gill,183.0,86.0,Weber State University,Aurora,Colorado,Eddie Gill,G,6-0,"August 16, 1978",Weber State University
kris humphries,20179.0,Kris Humphries,PF,24.0,DAL,25.0,0.0,315.0,14.8,0.487,0.0,0.383,14.0,20.5,3.6,1.2,2.6,8.8,21.5,0.2,0.4,-3.3,-1.2,-0.2,0.0,0.24879631551634632,0.568,38.0,7.0,7.0,11.0,13.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota
anthony randolph,20365.0,Anthony Randolph,C,20.0,GSW,33.0,8.0,749.0,18.7,0.521,0.016,0.44,10.7,21.4,8.5,1.8,4.9,11.7,23.9,0.7,0.8,-2.2,0.8,0.1,1.0,0.2,0.801,73.0,42.0,28.0,51.0,49.0,Anthony Randolph,208.0,92.0,Louisiana State University,Worzbach,Germany,Anthony Randolph,F,6-10,"July 15, 1989",Louisiana State University
otis thorpe,12238.0,Otis Thorpe,PF,32.0,HOU,36.0,35.0,1188.0,14.7,0.568,0.008,0.347,11.5,19.3,7.8,0.9,0.8,15.3,18.8,1.1,1.2,-1.0,-0.2,0.2,0.0,0.0,0.528,113.0,58.0,22.0,13.0,76.0,Otis Thorpe,206.0,102.0,Providence College,Boynton Beach,Florida,Otis Thorpe,F-C,6-9,"August 5, 1962",Providence College
bobby hurley,13075.0,Bobby Hurley,PG,25.0,SAC,49.0,12.0,632.0,10.4,0.482,0.36,0.424,1.6,5.4,33.8,2.3,0.4,27.1,14.4,0.1,0.3,-3.3,-3.4,-0.8,14.0,0.311,0.698,9.0,146.0,27.0,3.0,55.0,Bobby Hurley,183.0,74.0,Duke University,Jersey City,New Jersey,Bobby Hurley,G,6-0,"June 28, 1971",Duke University
otis thorpe,8232.0,Otis Thorpe,PF,23.0,SAC,75.0,18.0,1675.0,14.4,0.617,0.0,0.504,9.3,19.0,6.9,1.0,1.2,17.0,17.5,2.3,1.5,-0.2,-0.2,0.7,0.0,0.24879631551634632,0.661,137.0,84.0,35.0,34.0,123.0,Otis Thorpe,206.0,102.0,Providence College,Boynton Beach,Florida,Otis Thorpe,F-C,6-9,"August 5, 1962",Providence College
eddie gill,15675.0,Eddie Gill,PG,23.0,MEM,23.0,5.0,384.0,9.2,0.531,0.239,0.424,2.0,6.1,20.6,1.5,0.5,23.7,16.9,0.0,0.1,-3.5,-2.3,-0.4,7.0,0.318,0.795,7.0,49.0,11.0,3.0,34.0,Eddie Gill,183.0,86.0,Weber State University,Aurora,Colorado,Eddie Gill,G,6-0,"August 16, 1978",Weber State University
joe smith,13844.0,Joe Smith,PF,22.0,TOT,79.0,55.0,2344.0,14.4,0.482,0.007,0.274,9.1,12.9,7.7,1.4,1.5,11.6,25.4,0.6,2.0,-1.7,-1.1,-0.4,0.0,0.0,0.775,199.0,94.0,62.0,51.0,158.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
don reid,16368.0,Don Reid,PF,29.0,DET,1.0,0.0,10.0,-17.3,0.129,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,18.7,-0.1,0.0,-14.7,-4.7,0.0,0.0,0.24879631551634632,0.5,0.0,0.0,0.0,0.0,0.0,Don Reid,203.0,113.0,Georgetown University,Washington,District of Columbia,Don Reid,F,6-8,"December 30, 1973",Georgetown University
ron brewer,6851.0,Ron Brewer,SG,27.0,TOT,74.0,52.0,1964.0,11.5,0.475,0.022,0.211,3.2,4.9,6.9,2.1,0.7,9.9,20.0,0.6,0.9,-1.8,-1.4,-0.6,7.0,0.389,0.835,59.0,96.0,90.0,25.0,97.0,Ron Brewer,193.0,81.0,University of Arkansas,Fort Smith,Arkansas,Ron Brewer,G,6-4,"September 16, 1955",University of Arkansas
kris humphries,20178.0,Kris Humphries,PF,24.0,TOT,69.0,0.0,1221.0,15.1,0.495,0.002,0.466,11.0,25.1,4.5,1.5,2.9,11.8,21.0,0.3,1.6,-4.1,-0.5,-0.8,0.0,0.0,0.668,120.0,32.0,36.0,48.0,66.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota
joe smith,20408.0,Joe Smith,PF,34.0,ATL,64.0,1.0,592.0,11.2,0.453,0.036,0.249,12.9,18.1,5.3,0.5,2.4,9.3,18.4,0.3,0.6,-3.5,-1.4,-0.4,1.0,0.143,0.813,66.0,21.0,6.0,19.0,22.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
andre brown,18289.0,Andre Brown,PF,25.0,SEA,38.0,0.0,271.0,11.1,0.577,0.014,0.203,11.4,21.4,1.2,1.2,1.1,26.5,18.4,-0.2,0.2,-5.4,-3.1,-0.4,0.0,0.0,0.6,26.0,2.0,6.0,4.0,29.0,Andre Brown,206.0,111.0,DePaul University,Chicago,Illinois,Andre Brown,F,6-9,"May 12, 1981",DePaul University
armen gilliam,12457.0,Armen Gilliam,SF,31.0,NJN,78.0,76.0,2856.0,17.6,0.522,0.001,0.288,9.1,18.6,9.4,1.3,1.4,11.4,23.7,3.3,3.4,0.0,0.4,1.7,0.0,0.0,0.791,241.0,140.0,73.0,53.0,177.0,Armen Gilliam,206.0,104.0,"University of Nevada, Las Vegas",Pittsburgh,Pennsylvania,Armen Gilliam,F-C,6-9,"May 28, 1964","University of Nevada, Las Vegas"
mickael pietrus,19173.0,Mickael Pietrus,SF,25.0,GSW,66.0,16.0,1316.0,12.7,0.549,0.473,0.253,5.2,14.8,5.1,2.4,2.4,10.0,15.3,1.4,1.4,-0.2,0.5,0.8,66.0,0.361,0.673,67.0,49.0,66.0,43.0,48.0,Mickael Pietrus,198.0,97.0,Unknown,Les Abymes,Guadeloupe,Mickael Pietrus,G-F,6-6,"February 7, 1982",Unknown
ron brewer,7238.0,Ron Brewer,SG,28.0,GSW,13.0,3.0,210.0,8.6,0.496,0.017,0.293,2.4,4.5,3.8,1.3,1.3,9.7,13.4,0.1,0.1,-3.7,-1.3,-0.2,0.0,0.0,0.647,5.0,6.0,6.0,5.0,7.0,Ron Brewer,193.0,81.0,University of Arkansas,Fort Smith,Arkansas,Ron Brewer,G,6-4,"September 16, 1955",University of Arkansas
henry james,11095.0,Henry James,PF,27.0,SAC,8.0,0.0,79.0,17.4,0.558,0.222,0.444,8.1,5.9,2.1,1.8,0.0,11.5,31.4,0.1,0.0,-0.2,-6.4,-0.1,3.0,0.3,0.85,6.0,1.0,3.0,0.0,7.0,Henry James,203.0,99.0,St. Mary's University,Centreville,Alabama,Henry James,F,6-8,"July 29, 1965",St. Mary's University
joe smith,13845.0,Joe Smith,PF,22.0,GSW,49.0,49.0,1645.0,15.1,0.474,0.009,0.26,8.9,13.2,8.0,1.4,1.6,10.6,26.4,0.4,1.4,-1.5,-0.8,-0.1,0.0,0.0,0.769,141.0,67.0,44.0,38.0,106.0,Joe Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Joe Smith,F,6-10,"July 26, 1975",University of Maryland
ron brewer,6852.0,Ron Brewer,SG,27.0,CLE,21.0,18.0,563.0,10.8,0.449,0.012,0.208,1.8,5.8,7.4,1.7,0.6,8.5,21.8,-0.1,0.3,-3.0,-1.9,-0.4,0.0,0.0,0.863,9.0,27.0,20.0,6.0,25.0,Ron Brewer,193.0,81.0,University of Arkansas,Fort Smith,Arkansas,Ron Brewer,G,6-4,"September 16, 1955",University of Arkansas
andre brown,19416.0,Andre Brown,PF,27.0,CHA,4.0,0.0,41.0,-1.5,0.254,0.0,0.286,21.3,15.0,3.5,1.3,0.0,38.8,14.8,-0.2,0.0,-8.9,-0.4,-0.1,0.0,0.24879631551634632,1.0,7.0,1.0,1.0,0.0,5.0,Andre Brown,206.0,111.0,DePaul University,Chicago,Illinois,Andre Brown,F,6-9,"May 12, 1981",DePaul University
otis thorpe,12239.0,Otis Thorpe,PF,32.0,POR,34.0,0.0,908.0,18.6,0.598,0.013,0.489,10.6,19.2,9.6,1.1,1.2,12.8,20.4,2.1,1.2,1.3,0.3,0.8,0.0,0.0,0.649,89.0,54.0,19.0,15.0,56.0,Otis Thorpe,206.0,102.0,Providence College,Boynton Beach,Florida,Otis Thorpe,F-C,6-9,"August 5, 1962",Providence College
clyde lee,3711.0,Clyde Lee,PF,28.0,GSW,66.0,23.593374650359237,1476.0,12.2,0.49,0.15860433144009717,0.359,6.181565025009618,13.708657175836867,2.8,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.7,2.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.565,62.18920998220897,34.0,39.89705245948935,24.470260133673126,73.93983201832528,Clyde Lee,208.0,92.0,Vanderbilt University,Nashville,Tennessee,Clyde Lee,F-C,6-10,"March 14, 1944",Vanderbilt University
don reid,13784.0,Don Reid,PF,24.0,DET,68.0,44.0,994.0,11.4,0.574,0.0,0.403,9.2,11.8,4.2,1.4,4.2,11.9,11.0,1.5,1.3,-1.2,2.0,0.7,0.0,0.24879631551634632,0.704,77.0,26.0,25.0,55.0,28.0,Don Reid,203.0,113.0,Georgetown University,Washington,District of Columbia,Don Reid,F,6-8,"December 30, 1973",Georgetown University
a.j. price,20966.0,A.J. Price,PG,24.0,IND,50.0,0.0,795.0,10.7,0.454,0.466,0.253,2.3,7.8,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,-1.1,-2.3,-0.3,41.0,0.275,0.667,16.0,111.0,29.0,1.0,53.0,A.J. Price,213.0,124.0,Unknown,Unknown,Unknown,A.J. Price,G,6-2,"October 7, 1986",University of Connecticut
a.j. price,21529.0,A.J. Price,PG,25.0,IND,44.0,1.0,568.0,11.5,0.454,0.506,0.201,2.6,9.4,23.9,1.9,0.3,14.5,17.7,0.2,0.5,-0.2,-1.7,0.0,26.0,0.295,0.8,13.0,86.0,20.0,2.0,32.0,A.J. Price,213.0,124.0,Unknown,Unknown,Unknown,A.J. Price,G,6-2,"October 7, 1986",University of Connecticut
ognjen kuzmic,23198.0,Ognjen Kuzmic,C,24.0,GSW,16.0,0.0,72.0,12.9,0.727,0.0,0.333,10.8,14.5,11.1,1.4,1.0,26.7,11.3,0.2,0.1,-0.3,1.0,0.1,0.0,0.24879631551634632,1.0,7.0,6.0,2.0,1.0,5.0,Ognjen Kuzmic,216.0,113.0,Unknown,Doboj,Bosnia and Herzegovina,Ognjen Kuzmic,C,7-1,"May 16, 1990",Unknown
a.j. price,22709.0,A.J. Price,SG,27.0,MIN,28.0,0.0,99.0,9.7,0.469,0.478,0.043,1.1,10.2,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,-2.1,-3.9,-0.1,6.0,0.273,0.0,1.0,13.0,1.0,0.0,7.0,A.J. Price,213.0,124.0,Unknown,Unknown,Unknown,A.J. Price,G,6-2,"October 7, 1986",University of Connecticut
a.j. price,23335.0,A.J. Price,PG,28.0,IND,10.0,0.0,193.0,17.1,0.542,0.438,0.202,1.2,6.8,25.3,1.1,0.0,9.4,25.1,0.3,0.2,2.7,-3.6,0.1,15.0,0.385,0.667,2.0,27.0,4.0,0.0,10.0,A.J. Price,213.0,124.0,Unknown,Unknown,Unknown,A.J. Price,G,6-2,"October 7, 1986",University of Connecticut
eric gordon,24290.0,Eric Gordon,SG,28.0,HOU,75.0,15.0,2323.0,13.1,0.557,0.651,0.172,1.4,8.1,12.3,1.0,1.4,10.0,22.1,2.5,1.4,1.0,-2.4,0.4,246.0,0.372,0.84,29.0,188.0,48.0,40.0,121.0,Eric Gordon,193.0,97.0,Indiana University,Indianapolis,Indiana,Eric Gordon,G,6-4,"December 25, 1988",Indiana University
kris humphries,23766.0,Kris Humphries,PF,30.0,TOT,53.0,17.0,835.0,13.1,0.517,0.366,0.285,7.5,21.5,6.6,0.9,2.2,10.3,19.5,0.5,1.1,-2.2,-0.7,-0.2,34.0,0.315,0.798,57.0,36.0,16.0,23.0,38.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota
sean williams,21659.0,Sean Williams,C,25.0,TOT,11.0,0.0,107.0,18.7,0.722,0.0,0.591,14.1,12.6,7.4,2.0,5.9,26.5,16.5,0.2,0.2,0.0,3.7,0.2,0.0,0.24879631551634632,0.923,13.0,5.0,4.0,8.0,10.0,Sean Williams,208.0,106.0,Boston College,Houston,Texas,Sean Williams,C-F,6-10,"September 13, 1986",Boston College
