name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1,ss_Player_idx,ss_Pos_idx,ss_Tm_idx,ss__c0_equal_width,ss_Age_equal_width,ss_G_equal_width,ss_GS_quantile,ss_MP_quantile,ss_PER_quantile,player_cluster
john douglas,6533.0,John Douglas,SG,25.0,SDC,64.0,9.0,1031.0,12.1,0.515,0.152,0.262,3.0,7.5,19.6,2.2,0.5,17.5,20.8,0.3,0.2,-0.9,-2.5,-0.3,18.0,0.305,0.657,27.0,146.0,48.0,9.0,92.0,John Douglas,188.0,77.0,University of Kansas,Town Creek,Alabama,John Douglas,G,6-2,"June 12, 1956",University of Kansas,-6520.883190027334,2758.0,1.0,47.0,1.0,1.0,3.0,2.0,2.0,2.0,3
michael cage,10063.0,Michael Cage,C,29.0,SEA,82.0,55.0,2141.0,12.0,0.528,0.007,0.252,9.8,21.6,5.4,2.0,1.8,14.4,11.3,1.7,2.7,-1.0,2.0,1.6,0.0,0.0,0.625,177.0,89.0,85.0,58.0,83.0,Michael Cage,206.0,101.0,San Diego State University,West Memphis,Arkansas,Michael Cage,F-C,6-9,"January 28, 1962",San Diego State University,-10038.300945479472,488.0,3.0,19.0,2.0,2.0,4.0,4.0,4.0,2.0,3
scott meents,9818.0,Scott Meents,PF,26.0,SEA,26.0,0.0,148.0,11.9,0.508,0.0,0.523,5.3,19.0,6.4,1.4,1.3,14.3,17.8,0.1,0.1,-3.5,-0.8,-0.1,0.0,0.24879631551634632,0.739,7.0,7.0,4.0,3.0,9.0,Scott Meents,208.0,102.0,University of Illinois at Urbana-Champaign,Kankakee,Illinois,Scott Meents,F,6-10,"January 4, 1964",University of Illinois at Urbana-Champaign,-9815.779640372382,2915.0,0.0,19.0,1.0,2.0,1.0,1.0,0.0,2.0,3
chandler parsons,22084.0,Chandler Parsons,SF,24.0,HOU,76.0,76.0,2758.0,15.3,0.584,0.421,0.165,3.3,13.2,15.6,1.4,0.9,12.7,18.3,4.9,2.1,2.4,0.4,3.3,152.0,0.385,0.729,79.0,269.0,75.0,32.0,147.0,Chandler Parsons,208.0,104.0,University of Florida,Casselberry,Florida,Chandler Parsons,F,6-10,"October 25, 1988",University of Florida,-22051.633767414845,1509.0,2.0,12.0,4.0,1.0,4.0,4.0,4.0,3.0,1
otis birdsong,6101.0,Otis Birdsong,SG,25.0,KCK,71.0,23.593374650359237,2593.0,20.3,0.58,0.027,0.348,5.1,5.9,14.3,1.7,0.4,10.3,26.8,6.2,2.0,3.8,-1.4,2.8,10.0,0.286,0.697,119.0,233.0,93.0,18.0,173.0,Otis Birdsong,190.0,86.0,University of Houston,Winter Haven,Florida,Otis Birdsong,G,6-3,"December 9, 1955",University of Houston,-6071.330174961566,631.0,1.0,38.0,1.0,1.0,4.0,3.0,4.0,4.0,0
dahntay jones,18479.0,Dahntay Jones,SG,26.0,MEM,78.0,25.0,1671.0,9.6,0.542,0.026,0.377,3.4,7.6,6.6,1.2,1.0,14.6,17.0,0.7,0.0,-2.4,-1.8,-0.9,5.0,0.417,0.793,47.0,68.0,39.0,22.0,92.0,Dahntay Jones,190.0,83.0,University of Houston,Galveston,Texas,Dahntay Jones,G-F,6-6,"December 27, 1980",Duke University,-18459.15068087075,254.0,1.0,29.0,3.0,2.0,4.0,3.0,3.0,1.0,2
bill hewitt,3174.0,Bill Hewitt,PF,26.0,DET,62.0,23.593374650359237,1725.0,10.9,0.487,0.15860433144009717,0.276,6.181565025009618,13.708657175836867,9.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.8,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.575,62.18920998220897,124.0,39.89705245948935,24.470260133673126,73.93983201832528,Bill Hewitt,201.0,95.0,University of Southern California,Cambridge,Massachusetts,Bill Hewitt,F,6-7,"August 8, 1944",University of Southern California,-3154.481176827792,1151.0,0.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0,0
bill hewitt,2946.0,Bill Hewitt,PF,25.0,DET,45.0,23.593374650359237,801.0,8.4,0.437,0.15860433144009717,0.3,6.181565025009618,13.708657175836867,5.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,0.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.603,62.18920998220897,36.0,39.89705245948935,24.470260133673126,73.93983201832528,Bill Hewitt,201.0,95.0,University of Southern California,Cambridge,Massachusetts,Bill Hewitt,F,6-7,"August 8, 1944",University of Southern California,-2936.8110014308336,1151.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0
fred brown,6484.0,Fred Brown,SG,33.0,SEA,82.0,2.0,1785.0,15.2,0.501,0.089,0.149,2.6,5.8,20.1,1.9,0.1,9.5,23.6,1.7,2.2,0.1,-1.6,0.2,25.0,0.325,0.86,42.0,238.0,69.0,4.0,96.0,Fred Brown,190.0,82.0,University of Iowa,Milwaukee,Wisconsin,Fred Brown,G,6-3,"August 7, 1948",University of Iowa,-6463.412918956902,451.0,1.0,19.0,1.0,3.0,4.0,1.0,3.0,3.0,3
matt geiger,14639.0,Matt Geiger,C,30.0,PHI,65.0,20.0,1406.0,13.9,0.483,0.007,0.238,11.9,18.6,4.9,1.1,1.1,12.3,23.1,0.6,2.0,-2.5,-1.1,-0.6,0.0,0.0,0.779,154.0,39.0,29.0,22.0,91.0,Matt Geiger,213.0,110.0,Georgia Institute of Technology,Salem,Massachusetts,Matt Geiger,C,7-0,"September 10, 1969",Georgia Institute of Technology,-14622.255764247946,917.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2
ron boone,5750.0,Ron Boone,SG,33.0,TOT,81.0,23.593374650359237,2392.0,12.1,0.501,0.055,0.214,2.7,8.1,18.8,2.0,0.1,16.4,21.5,0.4,0.6,-1.3,-2.1,-0.8,19.0,0.38,0.893,54.0,309.0,97.0,3.0,197.0,Ron Boone,188.0,90.0,Idaho State University,Oklahoma City,Oklahoma,Ron Boone,G-F,6-2,"September 6, 1946",Idaho State University,-5722.5062676152,1437.0,1.0,0.0,1.0,3.0,4.0,3.0,4.0,2.0,0
gar heard,5866.0,Gar Heard,PF,31.0,PHO,82.0,23.593374650359237,1403.0,11.5,0.453,0.005,0.21,9.4,20.1,8.8,2.7,1.9,16.4,15.2,-0.3,2.6,-3.0,2.7,0.6,0.0,0.0,0.744,118.0,97.0,84.0,49.0,88.0,Gar Heard,198.0,99.0,University of Oklahoma,Hogansville,Georgia,Gar Heard,F,6-6,"May 3, 1948",University of Oklahoma,-5849.755299817577,343.0,0.0,11.0,1.0,3.0,4.0,3.0,3.0,1.0,0
nick collison,21782.0,Nick Collison,C,32.0,OKC,81.0,2.0,1583.0,13.6,0.624,0.014,0.264,9.6,14.2,11.3,1.7,1.4,17.3,11.5,3.2,2.1,1.0,1.4,1.8,0.0,0.0,0.769,123.0,121.0,51.0,30.0,69.0,Nick Collison,208.0,115.0,University of Kansas,Orange City,Iowa,Nick Collison,F,6-10,"October 26, 1980",University of Kansas,-21762.773117580273,493.0,3.0,37.0,4.0,3.0,4.0,1.0,3.0,3.0,1
cody zeller,24686.0,Cody Zeller,PF,24.0,CHO,62.0,58.0,1725.0,16.7,0.604,0.002,0.442,8.6,17.3,9.1,1.8,3.0,10.9,15.5,3.4,2.2,-0.2,2.3,1.8,0.0,0.0,0.679,135.0,99.0,62.0,58.0,65.0,Cody Zeller,213.0,108.0,Indiana University,Washington,Indiana,Cody Zeller,C-F,7-0,"October 5, 1992",Indiana University,-24665.029354087077,1973.0,0.0,53.0,4.0,1.0,3.0,4.0,3.0,4.0,1
junior bridgeman,6111.0,Junior Bridgeman,SF,27.0,MIL,77.0,23.593374650359237,2215.0,17.1,0.534,0.019,0.219,4.0,10.2,15.1,1.8,0.7,11.0,24.0,3.9,2.8,0.9,-0.8,1.2,3.0,0.143,0.884,78.0,234.0,88.0,28.0,150.0,Junior Bridgeman,196.0,95.0,University of Louisville,East Chicago,Indiana,Junior Bridgeman,F-G,6-5,"September 17, 1953",University of Louisville,-6085.566604123214,600.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,0
jameer nelson,17453.0,Jameer Nelson,PG,22.0,ORL,79.0,21.0,1612.0,14.5,0.51,0.225,0.17,3.7,9.7,24.8,2.5,0.1,14.8,21.4,1.2,1.3,0.7,-1.3,0.6,44.0,0.312,0.682,52.0,237.0,78.0,3.0,117.0,Jameer Nelson,183.0,86.0,Saint Joseph's University,Chester,Pennsylvania,Jameer Nelson,G,6-0,"February 9, 1982",Saint Joseph's University,-17433.587092004116,199.0,4.0,24.0,3.0,1.0,4.0,2.0,3.0,3.0,2
jameer nelson,18563.0,Jameer Nelson,PG,24.0,ORL,77.0,77.0,2331.0,13.9,0.514,0.222,0.253,2.7,9.6,25.0,1.7,0.2,15.9,23.0,1.6,2.4,0.5,-0.9,0.9,65.0,0.335,0.828,50.0,330.0,73.0,5.0,184.0,Jameer Nelson,183.0,86.0,Saint Joseph's University,Chester,Pennsylvania,Jameer Nelson,G,6-0,"February 9, 1982",Saint Joseph's University,-18535.386603590836,199.0,4.0,24.0,3.0,1.0,4.0,4.0,4.0,3.0,2
jameer nelson,19724.0,Jameer Nelson,PG,26.0,ORL,42.0,42.0,1309.0,20.6,0.612,0.341,0.183,1.8,10.5,32.1,2.0,0.2,12.6,23.2,3.9,2.1,4.8,0.4,2.4,82.0,0.453,0.887,20.0,226.0,51.0,3.0,83.0,Jameer Nelson,183.0,86.0,Saint Joseph's University,Chester,Pennsylvania,Jameer Nelson,G,6-0,"February 9, 1982",Saint Joseph's University,-19707.932492978165,199.0,4.0,24.0,3.0,2.0,2.0,4.0,3.0,4.0,1
sidney lowe,7740.0,Sidney Lowe,PG,25.0,DET,6.0,0.0,31.0,2.2,0.286,0.0,0.0,0.0,3.5,28.6,0.0,0.0,22.2,11.1,0.0,0.0,-7.8,-5.0,-0.1,0.0,0.24879631551634632,0.7192786333417487,0.0,8.0,0.0,0.0,2.0,Sidney Lowe,183.0,88.0,North Carolina State University,Washington,District of Columbia,Sidney Lowe,G,6-0,"January 21, 1960",North Carolina State University,-7739.215640013388,1662.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3
junior bridgeman,4683.0,Junior Bridgeman,SF,23.0,MIL,82.0,23.593374650359237,2410.0,14.4,0.494,0.15860433144009717,0.208,5.5,12.4,11.7,1.5,0.5,15.085098559901962,18.906491853360468,2.5,1.1,-0.2,-1.1,0.5,22.215036720029588,0.24879631551634632,0.864,129.0,205.0,82.0,26.0,73.93983201832528,Junior Bridgeman,196.0,95.0,University of Louisville,East Chicago,Indiana,Junior Bridgeman,F-G,6-5,"September 17, 1953",University of Louisville,-4655.604706495009,600.0,2.0,5.0,0.0,1.0,4.0,3.0,4.0,3.0,0
brad lohaus,9786.0,Brad Lohaus,PF,25.0,MIN,28.0,24.0,590.0,11.8,0.492,0.079,0.129,4.0,19.3,17.1,1.3,2.5,17.4,19.3,-0.3,0.7,-3.4,0.9,-0.1,1.0,0.063,0.808,21.0,62.0,14.0,22.0,45.0,Brad Lohaus,211.0,104.0,University of Iowa,New Ulm,Minnesota,Brad Lohaus,F-C,6-11,"September 29, 1964",University of Iowa,-9778.755252561772,132.0,0.0,25.0,1.0,1.0,1.0,3.0,1.0,2.0,3
jameer nelson,22673.0,Jameer Nelson,PG,31.0,ORL,68.0,68.0,2179.0,13.9,0.515,0.523,0.15,1.5,10.5,35.1,1.2,0.2,17.3,20.1,1.6,1.2,1.1,-2.2,0.5,136.0,0.348,0.857,29.0,476.0,52.0,5.0,166.0,Jameer Nelson,183.0,86.0,Saint Joseph's University,Chester,Pennsylvania,Jameer Nelson,G,6-0,"February 9, 1982",Saint Joseph's University,-22646.69818324598,199.0,4.0,24.0,4.0,3.0,3.0,4.0,4.0,3.0,1
marco belinelli,23564.0,Marco Belinelli,SG,29.0,SAC,68.0,7.0,1672.0,9.4,0.5,0.468,0.217,0.7,6.9,11.1,1.1,0.1,10.3,19.7,0.2,0.3,-1.3,-2.9,-0.9,91.0,0.306,0.833,10.0,127.0,37.0,2.0,80.0,Marco Belinelli,196.0,95.0,Unknown,Bologna,Italy,Marco Belinelli,G-F,6-5,"March 25, 1986",Unknown,-23543.87145757068,910.0,1.0,22.0,4.0,2.0,3.0,1.0,3.0,1.0,1
andre dawkins,23015.0,Andre Dawkins,SG,23.0,MIA,4.0,0.0,22.0,-5.0,0.25,1.0,0.0,0.0,10.7,6.6,0.0,0.0,14.3,15.0,-0.1,0.0,-7.5,-3.9,-0.1,1.0,0.167,0.7192786333417487,0.0,1.0,0.0,0.0,1.0,Andre Dawkins,196.0,97.0,Duke University,Fairfax,Virginia,Andre Dawkins,G,6-5,"September 19, 1991",Duke University,-23013.358170235744,2997.0,1.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,1
jakarr sampson,23981.0,JaKarr Sampson,SF,22.0,TOT,73.0,40.0,1160.0,8.3,0.504,0.199,0.385,4.2,14.0,6.2,1.0,2.2,15.9,16.6,-0.5,0.6,-4.6,-0.8,-1.0,14.0,0.222,0.656,46.0,46.0,23.0,33.0,70.0,JaKarr Sampson,211.0,106.0,University of California,Inglewood,California,JaKarr Sampson,G-F,6-9,"March 20, 1993",St. John's University,-23966.514730155777,2033.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,0.0,1
marco belinelli,22312.0,Marco Belinelli,SF,27.0,SAS,80.0,25.0,2016.0,15.0,0.605,0.422,0.188,1.0,11.2,13.2,1.3,0.3,11.2,19.0,3.5,2.4,1.9,-0.3,1.9,126.0,0.43,0.847,18.0,179.0,50.0,7.0,95.0,Marco Belinelli,196.0,95.0,Unknown,Bologna,Italy,Marco Belinelli,G-F,6-5,"March 25, 1986",Unknown,-22288.066919398567,910.0,2.0,14.0,4.0,2.0,4.0,3.0,4.0,3.0,1
jeff ayres,22896.0,Jeff Ayres,PF,27.0,SAS,51.0,0.0,383.0,14.4,0.618,0.0,0.379,11.2,23.3,5.5,1.1,1.6,19.0,16.3,0.6,0.6,-2.1,0.4,0.0,0.0,0.24879631551634632,0.75,37.0,14.0,8.0,8.0,26.0,Jeff Ayres,188.0,83.0,Unknown,Unknown,Unknown,Jeff Ayres,F,6-9,"April 29, 1987",Arizona State University,-22890.26150844495,1573.0,0.0,14.0,4.0,2.0,2.0,1.0,1.0,3.0,1
jakarr sampson,23983.0,JaKarr Sampson,SF,22.0,DEN,26.0,22.0,469.0,9.3,0.532,0.252,0.217,3.7,10.8,5.1,1.3,3.0,13.1,13.5,0.1,0.3,-2.8,0.2,-0.1,8.0,0.276,0.72,16.0,16.0,12.0,17.0,19.0,JaKarr Sampson,211.0,106.0,University of California,Inglewood,California,JaKarr Sampson,G-F,6-9,"March 20, 1993",St. John's University,-23976.29714236679,2033.0,2.0,15.0,4.0,1.0,1.0,2.0,1.0,1.0,1
dennis scott,13826.0,Dennis Scott,SF,29.0,PHO,29.0,3.0,493.0,11.9,0.541,0.426,0.074,1.9,9.7,7.6,1.1,1.0,6.7,16.5,0.6,0.5,-0.3,-1.4,0.0,31.0,0.449,0.667,8.0,24.0,10.0,7.0,12.0,Dennis Scott,203.0,103.0,Georgia Institute of Technology,Hagerstown,Maryland,Dennis Scott,F,6-8,"September 5, 1968",Georgia Institute of Technology,-13819.710630945565,332.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,2.0,2
stromile swift,19246.0,Stromile Swift,PF,28.0,MEM,35.0,4.0,549.0,15.9,0.56,0.011,0.458,9.3,17.1,6.6,0.9,4.8,15.5,20.4,0.4,0.5,-2.6,0.4,0.0,0.0,0.0,0.642,46.0,22.0,10.0,36.0,39.0,Stromile Swift,206.0,102.0,Louisiana State University,Shreveport,Louisiana,Stromile Swift,F,6-9,"November 21, 1979",Louisiana State University,-19238.635756656648,508.0,0.0,29.0,3.0,2.0,2.0,1.0,1.0,4.0,1
al tucker,3041.0,Al Tucker,PF,26.0,TOT,61.0,23.593374650359237,819.0,13.3,0.56,0.15860433144009717,0.305,6.181565025009618,13.708657175836867,6.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.5,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.805,62.18920998220897,38.0,39.89705245948935,24.470260133673126,73.93983201832528,Al Tucker,203.0,86.0,Oklahoma Baptist University,Dayton,Ohio,Al Tucker,F,6-8,"February 24, 1943",Oklahoma Baptist University,-3031.5940391505565,1135.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,0
dennis scott,14370.0,Dennis Scott,SF,30.0,NYK,15.0,0.0,206.0,3.9,0.372,0.518,0.071,1.8,9.4,6.7,0.8,0.4,8.0,14.6,-0.2,0.2,-4.0,-1.0,-0.2,8.0,0.276,0.25,3.0,8.0,3.0,1.0,5.0,Dennis Scott,203.0,103.0,Georgia Institute of Technology,Hagerstown,Maryland,Dennis Scott,F,6-8,"September 5, 1968",Georgia Institute of Technology,-14366.869360977185,332.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2
scott roth,8983.0,Scott Roth,SF,24.0,UTA,26.0,0.0,201.0,10.1,0.482,0.149,0.405,3.9,10.8,10.8,2.8,0.0,11.2,20.0,0.0,0.3,-2.5,0.3,0.0,2.0,0.182,0.733,7.0,16.0,12.0,0.0,11.0,Scott Roth,203.0,96.0,University of Wisconsin,Cleveland,Ohio,Scott Roth,F,6-8,"June 3, 1963",University of Wisconsin,-8980.22716267695,1875.0,2.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,3
stromile swift,15446.0,Stromile Swift,PF,21.0,VAN,80.0,6.0,1312.0,13.1,0.487,0.012,0.416,9.6,15.1,3.5,2.5,4.3,13.8,16.2,0.2,1.6,-3.4,1.9,0.2,0.0,0.0,0.603,109.0,28.0,62.0,82.0,64.0,Stromile Swift,206.0,102.0,Louisiana State University,Shreveport,Louisiana,Stromile Swift,F,6-9,"November 21, 1979",Louisiana State University,-15430.298800299332,508.0,0.0,44.0,3.0,0.0,4.0,1.0,3.0,2.0,2
corie blount,14509.0,Corie Blount,PF,31.0,PHO,38.0,1.0,446.0,9.0,0.517,0.022,0.371,13.2,14.9,3.3,1.7,1.1,21.3,13.0,0.1,0.7,-3.3,0.6,-0.1,0.0,0.0,0.576,52.0,10.0,15.0,7.0,28.0,Corie Blount,206.0,108.0,University of Cincinnati,Monrovia,California,Corie Blount,F,6-9,"January 4, 1969",University of Cincinnati,-14503.104357022263,140.0,0.0,11.0,2.0,3.0,2.0,1.0,1.0,1.0,2
steve kerr,12533.0,Steve Kerr,PG,30.0,CHI,82.0,0.0,1919.0,15.2,0.663,0.492,0.174,1.5,5.2,14.1,1.7,0.1,7.5,12.9,6.0,2.3,3.2,-0.9,2.1,122.0,0.515,0.929,25.0,192.0,63.0,2.0,42.0,Steve Kerr,190.0,79.0,University of Arizona,Beirut,Lebanon,Steve Kerr,G,6-3,"September 27, 1965",University of Arizona,-12510.78547823838,171.0,4.0,8.0,2.0,3.0,4.0,1.0,3.0,3.0,2
chucky brown,15568.0,Chucky Brown,SF,33.0,SAC,18.0,0.0,92.0,10.1,0.377,0.0,0.074,11.8,26.2,9.1,1.1,2.9,15.2,15.6,-0.1,0.2,-5.5,1.7,0.0,0.0,0.24879631551634632,0.5,10.0,6.0,2.0,4.0,5.0,Chucky Brown,201.0,97.0,North Carolina State University,New York,New York,Chucky Brown,F,6-7,"February 29, 1968",North Carolina State University,-15566.032265229285,35.0,2.0,22.0,3.0,3.0,1.0,1.0,0.0,1.0,2
corie blount,14002.0,Corie Blount,PF,30.0,LAL,14.0,3.0,162.0,8.0,0.418,0.03,0.364,17.7,15.5,1.8,0.3,1.8,13.6,12.3,0.1,0.1,-2.6,-2.3,-0.1,0.0,0.0,0.5,24.0,2.0,1.0,4.0,6.0,Corie Blount,206.0,108.0,University of Cincinnati,Monrovia,California,Corie Blount,F,6-9,"January 4, 1969",University of Cincinnati,-13999.356139161278,140.0,0.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,2
allan houston,12027.0,Allan Houston,SG,23.0,DET,76.0,39.0,1996.0,16.4,0.589,0.434,0.199,1.7,8.1,14.3,1.6,0.5,10.8,23.5,3.5,0.3,2.6,-3.4,0.6,158.0,0.424,0.86,29.0,164.0,61.0,14.0,113.0,Allan Houston,198.0,90.0,University of Tennessee,Louisville,Kentucky,Allan Houston,G,6-6,"April 20, 1971",University of Tennessee,-12003.945531770763,527.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3
corie blount,12877.0,Corie Blount,PF,28.0,LAL,58.0,18.0,1009.0,11.9,0.559,0.017,0.464,12.9,18.3,5.2,1.1,2.0,18.8,11.8,1.1,1.4,-2.0,1.0,0.3,1.0,0.333,0.675,113.0,35.0,22.0,26.0,50.0,Corie Blount,206.0,108.0,University of Cincinnati,Monrovia,California,Corie Blount,F,6-9,"January 4, 1969",University of Cincinnati,-12864.851398872608,140.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,2
tiago splitter,24594.0,Tiago Splitter,C,32.0,PHI,8.0,0.0,76.0,15.0,0.544,0.194,0.355,11.6,20.3,8.9,0.6,1.0,14.3,23.9,0.1,0.1,-2.6,-2.4,-0.1,2.0,0.333,0.818,8.0,4.0,1.0,1.0,6.0,Tiago Splitter,211.0,111.0,Unknown,Joinville,Brazil,Tiago Splitter,F-C,6-11,"January 1, 1985",Unknown,-24591.649144554107,1455.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,3.0,1
lucious harris,12492.0,Lucious Harris,SG,25.0,DAL,61.0,1.0,1016.0,15.5,0.553,0.315,0.219,3.9,9.2,12.9,1.7,0.2,9.6,19.7,1.8,0.4,0.2,-2.6,-0.1,47.0,0.376,0.782,41.0,79.0,35.0,3.0,46.0,Lucious Harris,196.0,86.0,"California State University, Long Beach",Los Angeles,California,Lucious Harris,G,6-5,"December 18, 1970","California State University, Long Beach",-12479.848841248786,617.0,1.0,17.0,2.0,1.0,3.0,1.0,2.0,3.0,2
cheikh samb,19807.0,Cheikh Samb,C,24.0,LAC,10.0,0.0,51.0,9.2,0.302,0.125,0.313,15.4,14.0,0.0,1.0,7.3,5.2,17.2,-0.1,0.0,-8.8,-2.4,-0.1,0.0,0.0,0.6,7.0,0.0,1.0,5.0,1.0,Cheikh Samb,216.0,111.0,Unknown,Senegal,Unknown,Cheikh Samb,C,7-1,"October 22, 1984",Unknown,-19805.24217329605,1719.0,3.0,20.0,4.0,1.0,0.0,1.0,0.0,1.0,1
gerard king,14722.0,Gerard King,SF,27.0,WAS,62.0,28.0,1060.0,13.4,0.534,0.0,0.238,9.0,18.2,7.4,1.7,1.0,11.8,14.5,1.4,0.9,-0.7,0.3,0.4,0.0,0.24879631551634632,0.742,84.0,49.0,34.0,15.0,41.0,Gerard King,183.0,79.0,University of Charleston,Charleston,West Virginia,Gerard King,F,6-9,"November 25, 1972",Nicholls State University,-14709.172635532801,2298.0,2.0,28.0,2.0,2.0,3.0,3.0,2.0,3.0,2
gerard king,14208.0,Gerard King,SF,26.0,SAS,19.0,0.0,63.0,13.6,0.525,0.0,1.286,11.4,13.5,10.2,1.7,1.1,15.4,19.1,0.1,0.1,-1.2,0.6,0.0,0.0,0.24879631551634632,0.611,6.0,4.0,2.0,1.0,4.0,Gerard King,183.0,79.0,University of Charleston,Charleston,West Virginia,Gerard King,F,6-9,"November 25, 1972",Nicholls State University,-14206.436086327187,2298.0,2.0,14.0,2.0,2.0,1.0,1.0,0.0,3.0,2
chris johnson,21946.0,Chris Johnson,C,27.0,MIN,30.0,0.0,284.0,18.4,0.65,0.0,0.453,7.8,16.6,4.9,1.3,7.6,12.6,16.2,0.6,0.4,-1.2,3.1,0.3,0.0,0.24879631551634632,0.618,20.0,8.0,7.0,28.0,13.0,Chris Johnson,183.0,77.0,University of California,Corpus Christi,Texas,Chris Johnson,F-G,6-6,"April 29, 1990",University of Dayton,-21941.458342496833,17.0,3.0,25.0,4.0,2.0,1.0,1.0,1.0,4.0,1
chris johnson,23170.0,Chris Johnson,SF,24.0,MIL,8.0,0.0,128.0,9.7,0.502,0.6,0.067,1.8,8.0,5.7,2.0,1.3,0.0,10.9,0.1,0.1,-1.2,-0.2,0.0,5.0,0.278,1.0,2.0,5.0,5.0,2.0,0.0,Chris Johnson,183.0,77.0,University of California,Corpus Christi,Texas,Chris Johnson,C,6-11,"July 15, 1985",Louisiana State University,-23167.16199938926,17.0,2.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,1
hal greer*,2925.0,Hal Greer*,SG,33.0,PHI,80.0,23.593374650359237,3024.0,15.8,0.506,0.15860433144009717,0.279,6.181565025009618,13.708657175836867,17.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.3,3.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.815,62.18920998220897,405.0,39.89705245948935,24.470260133673126,73.93983201832528,Hal Greer*,188.0,79.0,Marshall University,Huntington,West Virginia,,,,,,-2890.7523965223886,264.0,1.0,4.0,0.0,3.0,4.0,3.0,4.0,4.0,0
dave stallworth,3531.0,Dave Stallworth,SF,30.0,BAL,64.0,23.593374650359237,1815.0,13.0,0.481,0.15860433144009717,0.222,6.181565025009618,13.708657175836867,10.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.7,1.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.804,62.18920998220897,133.0,39.89705245948935,24.470260133673126,73.93983201832528,Dave Stallworth,201.0,90.0,Wichita State University,Dallas,Texas,Dave Stallworth,F-C,6-7,"December 20, 1941",Wichita State University,-3510.4508283226965,859.0,2.0,39.0,0.0,3.0,3.0,3.0,3.0,2.0,0
byron scott,8996.0,Byron Scott,SG,26.0,LAL,81.0,81.0,3048.0,19.2,0.59,0.133,0.235,3.0,9.1,16.4,2.5,0.5,9.8,22.6,7.4,3.3,3.6,0.0,4.4,62.0,0.346,0.858,76.0,335.0,155.0,27.0,161.0,Byron Scott,190.0,88.0,Arizona State University,Ogden,Utah,Byron Scott,G,6-3,"March 28, 1961",Arizona State University,-8961.036049806038,317.0,1.0,7.0,1.0,2.0,4.0,4.0,4.0,4.0,3
dave stallworth,4320.0,Dave Stallworth,SF,33.0,NYK,7.0,23.593374650359237,57.0,7.6,0.278,0.15860433144009717,0.0,10.8,26.0,4.6,2.4,2.8,15.085098559901962,18.906491853360468,-0.2,0.1,-8.2,1.4,-0.1,22.215036720029588,0.24879631551634632,0.7192786333417487,6.0,2.0,3.0,3.0,73.93983201832528,Dave Stallworth,201.0,90.0,Wichita State University,Dallas,Texas,Dave Stallworth,F-C,6-7,"December 20, 1941",Wichita State University,-4319.076482876509,859.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0
