name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1,ss_Player_idx,ss_Pos_idx,ss_Tm_idx,ss__c0_equal_width,ss_Age_equal_width,ss_G_equal_width,ss_GS_quantile,ss_MP_quantile,ss_PER_quantile,player_cluster
kwame brown,21194.0,Kwame Brown,C,29.0,GSW,9.0,3.0,187.0,11.1,0.519,0.0,0.85,9.7,24.8,3.2,2.2,0.0,20.3,17.0,-0.1,0.2,-4.7,-1.5,-0.2,0.0,0.24879631551634632,0.441,16.0,4.0,8.0,0.0,14.0,Kwame Brown,211.0,122.0,Unknown,Charleston,South Carolina,Kwame Brown,F,6-11,"March 10, 1982",Unknown,-21190.6230769891,359.0,3.0,10.0,4.0,2.0,0.0,1.0,0.0,1.0,1
don collins,7606.0,Don Collins,SG,26.0,WSB,11.0,0.0,91.0,12.9,0.421,0.0,0.265,11.8,11.2,10.1,3.7,2.5,17.4,21.0,-0.1,0.2,-4.2,2.6,0.0,0.0,0.24879631551634632,0.889,10.0,7.0,7.0,4.0,8.0,Don Collins,198.0,81.0,Illinois State University,Christopher,Illinois,Don Collins,F-G,6-6,"November 28, 1958",Washington State University,-7604.538424093371,1185.0,1.0,27.0,1.0,2.0,0.0,1.0,0.0,2.0,3
eric piatkowski,18596.0,Eric Piatkowski,SG,36.0,PHO,11.0,0.0,73.0,7.7,0.522,0.72,0.08,3.4,10.6,7.5,0.0,1.0,16.2,19.0,0.0,0.0,-1.7,-2.7,0.0,7.0,0.389,1.0,2.0,4.0,0.0,1.0,5.0,Eric Piatkowski,201.0,97.0,University of Nebraska,Steubenville,Ohio,Eric Piatkowski,G-F,6-7,"September 30, 1970",University of Nebraska,-18594.06991499601,340.0,1.0,11.0,3.0,4.0,0.0,1.0,0.0,0.0,1
scott brooks,10051.0,Scott Brooks,PG,25.0,MIN,80.0,0.0,980.0,16.9,0.528,0.365,0.195,3.1,5.6,31.6,2.8,0.3,11.3,19.9,2.1,0.5,2.6,-3.3,0.3,45.0,0.333,0.847,28.0,204.0,53.0,5.0,51.0,Scott Brooks,180.0,74.0,"University of California, Irvine",French Camp,California,Scott Brooks,G,5-11,"July 31, 1965","University of California, Irvine",-10039.194378783774,651.0,4.0,25.0,2.0,1.0,4.0,1.0,2.0,4.0,3
eric piatkowski,16908.0,Eric Piatkowski,SF,33.0,HOU,49.0,0.0,703.0,8.7,0.507,0.639,0.084,1.8,10.1,6.3,1.2,0.5,12.8,15.4,0.1,0.8,-1.9,-1.1,-0.2,43.0,0.352,0.875,10.0,26.0,16.0,5.0,29.0,Eric Piatkowski,201.0,97.0,University of Nebraska,Steubenville,Ohio,Eric Piatkowski,G-F,6-7,"September 30, 1970",University of Nebraska,-16899.16979507758,340.0,2.0,12.0,3.0,3.0,2.0,1.0,1.0,0.0,2
al-farouq aminu,24107.0,Al-Farouq Aminu,SF,26.0,POR,61.0,25.0,1773.0,11.3,0.506,0.455,0.292,4.8,23.5,7.9,1.7,2.0,15.2,15.4,-0.1,2.0,-2.3,1.2,0.4,70.0,0.33,0.706,77.0,99.0,60.0,44.0,94.0,Al-Farouq Aminu,206.0,99.0,Wake Forest University,Atlanta,Georgia,Al-Farouq Aminu,F,6-9,"September 21, 1990",Wake Forest University,-24085.6310022653,1307.0,2.0,13.0,4.0,2.0,3.0,3.0,3.0,1.0,1
perry moss,8525.0,Perry Moss,PG,28.0,GSW,64.0,0.0,698.0,10.2,0.489,0.068,0.333,4.5,10.5,16.9,2.8,0.2,19.4,17.0,-0.2,0.6,-2.6,0.1,-0.1,1.0,0.071,0.71,29.0,90.0,42.0,3.0,57.0,Perry Moss,188.0,83.0,Northeastern University,Tucson,Arizona,Perry Moss,G,6-2,"November 11, 1958",Northeastern University,-8516.544951131435,2127.0,4.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,3
jerry stackhouse,21581.0,Jerry Stackhouse,SF,37.0,ATL,30.0,0.0,273.0,11.5,0.49,0.38,0.23,2.6,7.2,8.3,1.9,0.8,10.6,21.2,0.0,0.3,-2.3,-2.0,-0.2,13.0,0.342,0.913,6.0,14.0,10.0,3.0,13.0,Jerry Stackhouse,198.0,98.0,University of North Carolina,Kinston,North Carolina,Jerry Stackhouse,G-F,6-6,"November 5, 1974",University of North Carolina,-21576.637425585934,67.0,2.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1
carl braun,1590.0,Carl Braun,PG,33.0,NYK,15.0,23.593374650359237,218.0,14.8,0.499,0.15860433144009717,0.177,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.4,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.786,62.18920998220897,48.0,39.89705245948935,24.470260133673126,73.93983201832528,Carl Braun,196.0,81.0,Colgate University,Brooklyn,New York,Carl Braun,G-F,6-5,"September 25, 1927",Colgate University,-1587.305430995923,692.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0
johnny baum,2877.0,Johnny Baum,SF,23.0,CHI,3.0,23.593374650359237,13.0,2.0,0.273,0.15860433144009717,0.0,6.181565025009618,13.708657175836867,0.0,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,0.0,39.89705245948935,24.470260133673126,73.93983201832528,Johnny Baum,196.0,90.0,Temple University,Philadelphia,Pennsylvania,Johnny Baum,F,6-5,"June 17, 1946",Temple University,-2876.561303594898,2767.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0
truck robinson,5637.0,Truck Robinson,PF,27.0,TOT,69.0,23.593374650359237,2537.0,16.9,0.537,0.15860433144009717,0.401,8.0,23.6,6.4,0.8,1.5,14.7,23.9,2.1,3.0,-1.2,-1.0,-0.1,22.215036720029588,0.24879631551634632,0.701,195.0,113.0,46.0,75.0,233.0,Truck Robinson,201.0,102.0,Tennessee State University,Jacksonville,Florida,Truck Robinson,F-C,6-7,"October 4, 1951",Tennessee State University,-5608.022815407552,390.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,4.0,0
muggsy bogues,12332.0,Muggsy Bogues,PG,31.0,CHH,6.0,0.0,77.0,10.6,0.415,0.063,0.125,9.3,1.6,35.1,1.4,0.0,26.2,13.4,0.0,0.0,-2.3,-3.7,-0.1,0.0,0.0,1.0,6.0,19.0,2.0,0.0,6.0,Muggsy Bogues,160.0,61.0,Wake Forest University,Baltimore,Maryland,Muggsy Bogues,G,5-3,"January 9, 1965",Wake Forest University,-12330.368713726386,1096.0,4.0,30.0,2.0,3.0,0.0,1.0,0.0,1.0,3
bob allen,2664.0,Bob Allen,PF,22.0,SFW,27.0,23.593374650359237,232.0,6.8,0.408,0.15860433144009717,0.837,6.181565025009618,13.708657175836867,5.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.556,62.18920998220897,10.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Allen,206.0,92.0,Marshall University,Unknown,Unknown,Bob Allen,F,6-9,"July 17, 1946",Marshall University,-2661.1412271872146,3053.0,0.0,43.0,0.0,1.0,1.0,3.0,1.0,0.0,0
hank mcdowell,6678.0,Hank McDowell,PF,22.0,GSW,30.0,1.0,335.0,10.5,0.466,0.0,0.488,13.1,19.5,7.3,0.8,1.3,17.1,14.8,0.1,0.3,-2.5,0.0,0.0,0.0,0.24879631551634632,0.659,41.0,20.0,6.0,8.0,21.0,Hank McDowell,206.0,97.0,University of Memphis,Memphis,Tennessee,Hank McDowell,F-C,6-9,"November 13, 1959",University of Memphis,-6673.838423183932,1205.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3
travis diener,20056.0,Travis Diener,PG,27.0,TOT,9.0,0.0,51.0,7.6,0.255,0.7,0.4,0.0,6.8,21.8,4.0,0.0,0.0,10.5,0.0,0.1,-3.6,-0.3,0.0,1.0,0.143,0.25,0.0,8.0,4.0,0.0,0.0,Travis Diener,185.0,79.0,Marquette University,Fond du Lac,Wisconsin,Travis Diener,G,6-1,"March 1, 1982",Marquette University,-20054.205876467455,1463.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1
mike price,3490.0,Mike Price,SG,23.0,NYK,6.0,23.593374650359237,40.0,13.6,0.504,0.15860433144009717,0.786,6.181565025009618,13.708657175836867,19.6,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.818,62.18920998220897,6.0,39.89705245948935,24.470260133673126,73.93983201832528,Mike Price,190.0,90.0,University of Illinois at Urbana-Champaign,Russellville,Kentucky,Mike Price,G,6-3,"September 11, 1948",University of Illinois at Urbana-Champaign,-3489.213094355803,2408.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0
travis diener,19485.0,Travis Diener,PG,26.0,IND,55.0,0.0,719.0,13.7,0.555,0.659,0.084,0.9,12.4,23.9,1.8,0.5,10.2,12.5,1.3,0.6,0.8,-1.3,0.3,46.0,0.39,0.8,6.0,122.0,26.0,5.0,21.0,Travis Diener,185.0,79.0,Marquette University,Fond du Lac,Wisconsin,Travis Diener,G,6-1,"March 1, 1982",Marquette University,-19475.68260440953,1463.0,4.0,16.0,3.0,2.0,3.0,1.0,2.0,3.0,1
muggsy bogues,13461.0,Muggsy Bogues,PG,33.0,TOT,61.0,31.0,1570.0,12.4,0.492,0.05,0.211,2.0,7.1,33.6,2.2,0.1,22.9,12.7,0.7,1.0,-2.8,-1.4,-0.8,4.0,0.25,0.897,30.0,331.0,67.0,3.0,105.0,Muggsy Bogues,160.0,61.0,Wake Forest University,Baltimore,Maryland,Muggsy Bogues,G,5-3,"January 9, 1965",Wake Forest University,-13442.170958042392,1096.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,2
nikola vucevic,22827.0,Nikola Vucevic,C,23.0,ORL,57.0,57.0,1812.0,18.8,0.536,0.0,0.197,11.5,27.6,10.2,1.7,2.0,12.9,21.8,1.8,2.6,-1.0,1.5,1.2,0.0,0.24879631551634632,0.766,185.0,104.0,60.0,47.0,112.0,Nikola Vucevic,213.0,117.0,University of Southern California,Morges,Switzerland,Nikola Vucevic,C,7-0,"October 24, 1990",University of Southern California,-22805.0743398681,1849.0,3.0,24.0,4.0,1.0,3.0,4.0,3.0,4.0,1
nikola vucevic,24055.0,Nikola Vucevic,C,25.0,ORL,65.0,60.0,2037.0,21.1,0.531,0.009,0.143,9.3,22.2,15.9,1.3,2.8,10.0,26.8,2.8,2.4,0.7,1.1,2.0,2.0,0.222,0.753,174.0,179.0,53.0,70.0,123.0,Nikola Vucevic,213.0,117.0,University of Southern California,Morges,Switzerland,Nikola Vucevic,C,7-0,"October 24, 1990",University of Southern California,-24030.400032975544,1849.0,3.0,24.0,4.0,1.0,3.0,4.0,4.0,4.0,1
trevor booker,22328.0,Trevor Booker,PF,26.0,WAS,72.0,45.0,1553.0,15.0,0.563,0.005,0.189,10.9,17.5,6.3,1.4,2.4,11.7,14.4,2.3,2.0,-1.1,1.3,0.8,0.0,0.0,0.618,149.0,64.0,41.0,45.0,58.0,Trevor Booker,203.0,103.0,Clemson University,Newberry,South Carolina,Trevor Booker,F,6-8,"November 25, 1987",Clemson University,-22309.129442634076,1465.0,0.0,28.0,4.0,2.0,4.0,4.0,3.0,3.0,1
malik allen,20510.0,Malik Allen,PF,32.0,ORL,18.0,0.0,178.0,3.3,0.361,0.0,0.065,8.1,12.8,3.3,0.3,1.7,8.6,9.1,-0.1,0.2,-5.3,1.4,-0.1,0.0,0.24879631551634632,0.5,12.0,4.0,1.0,4.0,3.0,Malik Allen,208.0,115.0,Villanova University,Willingboro,New Jersey,Malik Allen,F-C,6-10,"June 27, 1978",Villanova University,-20506.781778759592,362.0,0.0,24.0,4.0,3.0,1.0,1.0,0.0,0.0,1
rick adelman,2663.0,Rick Adelman,PG,22.0,SDR,77.0,23.593374650359237,1448.0,11.4,0.45,0.15860433144009717,0.454,6.181565025009618,13.708657175836867,20.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,2.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.642,62.18920998220897,238.0,39.89705245948935,24.470260133673126,73.93983201832528,Rick Adelman,185.0,79.0,Loyola Marymount University,Lynwood,California,Rick Adelman,G,6-1,"June 16, 1946",Loyola Marymount University,-2646.3774046507133,933.0,4.0,55.0,0.0,1.0,4.0,3.0,3.0,1.0,0
mardy collins,20031.0,Mardy Collins,SG,25.0,LAC,43.0,0.0,470.0,5.7,0.404,0.133,0.164,3.2,9.2,14.1,2.5,0.2,18.9,16.3,-0.8,0.3,-5.7,-0.4,-0.5,4.0,0.235,0.619,13.0,44.0,23.0,1.0,32.0,Mardy Collins,198.0,99.0,Temple University,Philadelphia,Pennsylvania,Mardy Collins,G,6-6,"August 4, 1984",Temple University,-20024.470097150515,1611.0,1.0,20.0,4.0,1.0,2.0,1.0,1.0,0.0,1
rick adelman,2869.0,Rick Adelman,PG,23.0,SDR,35.0,23.593374650359237,717.0,10.2,0.453,0.15860433144009717,0.368,6.181565025009618,13.708657175836867,18.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.2,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.747,62.18920998220897,113.0,39.89705245948935,24.470260133673126,73.93983201832528,Rick Adelman,185.0,79.0,Loyola Marymount University,Lynwood,California,Rick Adelman,G,6-1,"June 16, 1946",Loyola Marymount University,-2860.619167900679,933.0,4.0,55.0,0.0,1.0,2.0,3.0,2.0,1.0,0
john oldham,441.0,John Oldham,G,27.0,FTW,68.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.392,0.15860433144009717,0.489,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,2.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.586,62.18920998220897,127.0,39.89705245948935,24.470260133673126,73.93983201832528,John Oldham,190.0,79.0,Western Kentucky University,Beaver Dam,Kentucky,John Oldham,G,6-3,"June 22, 1923",Western Kentucky University,-427.3153543241395,2762.0,6.0,42.0,0.0,2.0,3.0,3.0,2.0,2.0,0
eric montross,15821.0,Eric Montross,C,30.0,TOR,49.0,24.0,655.0,5.8,0.398,0.008,0.235,6.1,18.8,3.7,1.0,2.6,14.7,11.9,-0.6,0.8,-6.4,0.7,-0.6,0.0,0.0,0.323,36.0,16.0,12.0,23.0,25.0,Eric Montross,213.0,122.0,University of North Carolina,Indianapolis,Indiana,Eric Montross,C,7-0,"September 23, 1971",University of North Carolina,-15812.730169870807,339.0,3.0,26.0,3.0,3.0,2.0,3.0,1.0,0.0,2
david thirdkill,7856.0,David Thirdkill,SF,24.0,SAS,2.0,2.0,52.0,11.1,0.55,0.0,0.545,11.2,4.2,6.9,1.8,1.1,12.8,12.0,0.1,0.0,0.1,-0.4,0.0,0.0,0.24879631551634632,0.833,5.0,3.0,2.0,1.0,2.0,David Thirdkill,201.0,88.0,Bradley University,St. Louis,Missouri,David Thirdkill,F-G,6-7,"April 12, 1960",Bradley University,-7854.982149287716,1179.0,2.0,14.0,1.0,1.0,0.0,1.0,0.0,1.0,3
lou williams,22237.0,Lou Williams,SG,26.0,ATL,39.0,9.0,1119.0,15.9,0.555,0.442,0.273,0.8,7.3,20.4,2.0,0.7,13.0,23.6,1.4,1.0,1.2,-1.7,0.4,72.0,0.367,0.868,8.0,139.0,44.0,10.0,74.0,Lou Williams,206.0,90.0,Stetson University,Ocala,Florida,Lou Williams,G,6-1,"October 27, 1986",Unknown,-22223.027550039846,361.0,1.0,9.0,4.0,2.0,2.0,2.0,2.0,4.0,1
lou williams,24669.0,Lou Williams,SG,30.0,HOU,23.0,0.0,591.0,15.4,0.547,0.489,0.428,2.2,10.7,14.3,1.2,1.2,11.3,25.3,0.8,0.4,-0.1,-2.5,-0.1,41.0,0.318,0.867,12.0,56.0,15.0,9.0,40.0,Lou Williams,206.0,90.0,Stetson University,Ocala,Florida,Lou Williams,G,6-1,"October 27, 1986",Unknown,-24660.851000498762,361.0,1.0,12.0,4.0,3.0,1.0,1.0,1.0,3.0,1
scott hastings,8431.0,Scott Hastings,PF,26.0,ATL,40.0,0.0,256.0,9.8,0.44,0.176,0.426,6.8,22.7,6.5,1.9,1.6,13.9,15.1,0.0,0.5,-3.6,1.8,0.0,2.0,0.167,0.793,16.0,13.0,10.0,7.0,13.0,Scott Hastings,208.0,106.0,University of Arkansas,Independence,Kansas,Scott Hastings,F-C,6-10,"June 3, 1960",University of Arkansas,-8427.647597354335,505.0,0.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3
mario elie,12989.0,Mario Elie,SF,33.0,HOU,78.0,77.0,2687.0,14.3,0.662,0.489,0.395,2.7,7.2,17.6,1.8,0.3,16.4,13.9,6.3,2.6,2.4,0.1,3.1,120.0,0.42,0.896,60.0,310.0,92.0,12.0,135.0,Mario Elie,196.0,95.0,American International College,New York,New York,Mario Elie,G-F,6-5,"November 26, 1963",American International College,-12957.937425358341,485.0,2.0,12.0,2.0,3.0,4.0,4.0,4.0,3.0,2
kevin ollie,13748.0,Kevin Ollie,PG,25.0,TOT,35.0,0.0,430.0,8.9,0.477,0.01,0.714,2.3,8.2,24.3,1.6,0.0,25.5,18.4,-0.4,0.2,-5.2,-2.2,-0.6,0.0,0.0,0.7,9.0,65.0,13.0,0.0,44.0,Kevin Ollie,193.0,88.0,University of Connecticut,Dallas,Texas,Kevin Ollie,G,6-4,"December 27, 1972",University of Connecticut,-13742.270660120417,29.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2
larry drew,8769.0,Larry Drew,PG,29.0,LAC,74.0,51.0,2024.0,11.7,0.498,0.125,0.15,1.1,5.3,29.4,1.5,0.0,16.5,18.5,0.1,1.2,-2.1,-2.6,-1.4,26.0,0.289,0.769,21.0,383.0,65.0,0.0,152.0,Larry Drew,185.0,77.0,University of Missouri,Kansas City,Kansas,Larry Drew,G,6-2,"March 5, 1990","University of California, Los Angeles",-8745.367394418521,106.0,4.0,20.0,1.0,2.0,4.0,4.0,4.0,2.0,3
bud olsen,1903.0,Bud Olsen,PF,22.0,CIN,52.0,23.593374650359237,373.0,7.9,0.376,0.15860433144009717,0.293,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.6,0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.692,62.18920998220897,42.0,39.89705245948935,24.470260133673126,73.93983201832528,Bud Olsen,203.0,99.0,University of Louisville,Unknown,Unknown,Bud Olsen,F-C,6-8,"July 25, 1940",University of Louisville,-1898.5815809304265,689.0,0.0,32.0,0.0,1.0,3.0,3.0,1.0,0.0,0
larry drew,8007.0,Larry Drew,PG,27.0,SAC,75.0,31.0,1971.0,13.7,0.525,0.04,0.207,1.4,5.7,24.4,1.6,0.1,13.6,20.1,1.9,0.9,-0.4,-2.4,-0.4,10.0,0.323,0.795,25.0,338.0,66.0,2.0,133.0,Larry Drew,185.0,77.0,University of Missouri,Kansas City,Kansas,Larry Drew,G,6-2,"March 5, 1990","University of California, Los Angeles",-7984.076026039489,106.0,4.0,22.0,1.0,2.0,4.0,3.0,3.0,3.0,3
todd macculloch,15246.0,Todd MacCulloch,C,25.0,PHI,63.0,3.0,597.0,18.3,0.607,0.0,0.357,13.3,18.4,3.1,0.6,2.3,11.2,18.3,1.6,0.9,0.2,-1.3,0.1,0.0,0.24879631551634632,0.636,69.0,10.0,7.0,19.0,27.0,Todd MacCulloch,213.0,127.0,University of Washington,Winnipeg,Canada,Todd MacCulloch,C,7-0,"January 27, 1976",University of Washington,-15238.376558627962,2168.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,2
david vaughn,13901.0,David Vaughn,PF,24.0,TOT,40.0,2.0,489.0,11.4,0.48,0.007,0.318,11.4,23.1,7.0,1.6,1.4,19.2,18.6,-0.2,0.6,-4.3,-0.2,-0.3,0.0,0.0,0.638,53.0,20.0,15.0,10.0,40.0,David Vaughn,211.0,99.0,Oral Roberts University,Nashville,Tennessee,David Vaughn,F,6-9,"March 23, 1973",University of Memphis,-13894.634037749174,329.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2
tayshaun prince,20359.0,Tayshaun Prince,SF,29.0,DET,49.0,49.0,1664.0,16.0,0.53,0.126,0.169,4.9,13.8,16.9,1.1,1.1,8.8,18.9,2.6,0.6,1.2,-0.5,1.1,27.0,0.37,0.714,71.0,161.0,34.0,22.0,60.0,Tayshaun Prince,206.0,96.0,University of Kentucky,Compton,California,Tayshaun Prince,F,6-9,"February 28, 1980",University of Kentucky,-20339.01527553379,80.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,1
woody sauldsberry,1670.0,Woody Sauldsberry,PF,26.0,STL,69.0,23.593374650359237,1491.0,6.1,0.318,0.15860433144009717,0.13,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-5.1,2.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.56,62.18920998220897,74.0,39.89705245948935,24.470260133673126,73.93983201832528,Woody Sauldsberry,201.0,99.0,Texas Southern University,Winnsboro,Louisiana,Woody Sauldsberry,F-C,6-7,"July 11, 1934",Texas Southern University,-1653.2286164118357,1131.0,0.0,33.0,0.0,2.0,4.0,3.0,3.0,0.0,0
amir johnson,23792.0,Amir Johnson,PF,28.0,BOS,79.0,76.0,1800.0,16.0,0.602,0.101,0.284,10.3,19.6,11.4,1.4,3.6,16.4,13.6,3.0,2.9,-0.2,3.2,2.3,10.0,0.233,0.57,178.0,138.0,52.0,83.0,94.0,Amir Johnson,206.0,108.0,Unknown,Los Angeles,California,Amir Johnson,F-C,6-9,"May 1, 1987",Unknown,-23770.109903591234,528.0,0.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,1
cliff hagan*,1619.0,Cliff Hagan*,SF,29.0,STL,77.0,23.593374650359237,2701.0,20.1,0.503,0.15860433144009717,0.313,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.4,4.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.82,62.18920998220897,381.0,39.89705245948935,24.470260133673126,73.93983201832528,Cliff Hagan*,193.0,95.0,University of Kentucky,Owensboro,Kentucky,,,,,,-1588.438177774624,847.0,2.0,33.0,0.0,2.0,4.0,3.0,4.0,4.0,0
kenny walker,12251.0,Kenny Walker,SF,30.0,WSB,24.0,0.0,266.0,6.6,0.525,0.0,0.667,8.0,12.6,3.6,1.0,1.3,21.6,11.4,0.0,0.1,-4.5,-0.7,-0.2,0.0,0.24879631551634632,0.75,19.0,7.0,5.0,5.0,15.0,Kenny Walker,203.0,95.0,University of Kentucky,Roberta,Georgia,Kenny Walker,F,6-8,"August 18, 1964",University of Kentucky,-12247.29752555163,1393.0,2.0,27.0,2.0,3.0,1.0,1.0,1.0,0.0,3
jeff malone,12088.0,Jeff Malone,SG,33.0,PHI,19.0,19.0,660.0,15.9,0.565,0.099,0.208,1.9,7.8,8.3,1.2,0.0,8.6,22.9,1.1,0.2,0.3,-2.9,-0.1,11.0,0.393,0.864,11.0,29.0,15.0,0.0,29.0,Jeff Malone,193.0,92.0,Mississippi State University,Mobile,Alabama,Jeff Malone,G,6-4,"June 28, 1961",Mississippi State University,-12079.928224427187,154.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,3
kenny walker,10407.0,Kenny Walker,SF,26.0,NYK,54.0,8.0,771.0,10.3,0.506,0.005,0.429,9.6,13.7,2.3,1.2,2.3,11.7,14.6,0.5,0.8,-3.2,-0.3,-0.3,0.0,0.0,0.78,63.0,13.0,18.0,30.0,30.0,Kenny Walker,203.0,95.0,University of Kentucky,Roberta,Georgia,Kenny Walker,F,6-8,"August 18, 1964",University of Kentucky,-10397.746471484767,1393.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3
phil jordon,1172.0,Phil Jordon,C,23.0,NYK,9.0,23.593374650359237,91.0,13.8,0.405,0.15860433144009717,0.245,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.667,62.18920998220897,2.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth,-1170.808838472015,787.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0
jeff malone,7402.0,Jeff Malone,SG,22.0,WSB,81.0,2.0,1976.0,11.3,0.494,0.081,0.187,3.4,5.8,12.1,0.6,0.4,10.0,23.8,0.2,1.1,-2.0,-2.7,-1.3,24.0,0.324,0.826,57.0,151.0,23.0,13.0,110.0,Jeff Malone,193.0,92.0,Mississippi State University,Mobile,Alabama,Jeff Malone,G,6-4,"June 28, 1961",Mississippi State University,-7379.374689898274,154.0,1.0,27.0,1.0,1.0,4.0,1.0,3.0,1.0,3
phil jordon,1284.0,Phil Jordon,C,24.0,NYK,12.0,23.593374650359237,75.0,17.5,0.505,0.15860433144009717,0.176,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.833,62.18920998220897,5.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth,-1282.9722582356333,787.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0
murray wier,308.0,Murray Wier,G,23.0,TRI,56.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.388,0.15860433144009717,0.346,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.4,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.693,62.18920998220897,107.0,39.89705245948935,24.470260133673126,73.93983201832528,Murray Wier,175.0,70.0,University of Iowa,Grand View,Iowa,Murray Wier,G,5-9,"December 12, 1926",University of Iowa,-294.3518557303045,3655.0,6.0,57.0,0.0,1.0,3.0,3.0,2.0,2.0,0
