name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1
eddie johnson,6979.0,Eddie Johnson,SF,23.0,KCK,82.0,82.0,2933.0,15.9,0.537,0.052,0.231,7.0,11.4,10.4,1.1,0.4,10.7,22.2,5.3,2.1,1.7,-1.0,2.1,20.0,0.282,0.779,191.0,216.0,70.0,20.0,181.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-6945.471056144017
eddie johnson,6979.0,Eddie Johnson,SF,23.0,KCK,82.0,82.0,2933.0,15.9,0.537,0.052,0.231,7.0,11.4,10.4,1.1,0.4,10.7,22.2,5.3,2.1,1.7,-1.0,2.1,20.0,0.282,0.779,191.0,216.0,70.0,20.0,181.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-6945.471056144017
eddie johnson,8076.0,Eddie Johnson,SG,30.0,ATL,39.0,5.0,862.0,14.3,0.523,0.061,0.335,2.2,7.4,36.8,0.6,0.1,19.3,22.1,0.8,0.5,0.2,-2.8,-0.1,5.0,0.25,0.718,17.0,219.0,10.0,1.0,90.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-8065.584234606699
eddie johnson,8076.0,Eddie Johnson,SG,30.0,ATL,39.0,5.0,862.0,14.3,0.523,0.061,0.335,2.2,7.4,36.8,0.6,0.1,19.3,22.1,0.8,0.5,0.2,-2.8,-0.1,5.0,0.25,0.718,17.0,219.0,10.0,1.0,90.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-8065.584234606699
elliot perry,13764.0,Elliot Perry,PG,28.0,MIL,81.0,33.0,1752.0,11.5,0.485,0.089,0.194,1.4,6.1,22.1,2.7,0.1,17.4,19.2,0.0,1.3,-2.3,-1.5,-0.8,17.0,0.34,0.844,21.0,230.0,90.0,2.0,128.0,Elliot Perry,183.0,68.0,University of Memphis,Memphis,Tennessee,Elliot Perry,G,6-0,"March 28, 1969",University of Memphis,-13743.277092055188
rory sparrow,9016.0,Rory Sparrow,PG,29.0,CHI,55.0,25.0,992.0,8.9,0.433,0.044,0.12,1.6,6.4,21.7,1.9,0.2,15.3,14.7,-0.3,1.0,-3.8,-1.1,-0.7,2.0,0.167,0.727,14.0,162.0,37.0,3.0,52.0,Rory Sparrow,188.0,79.0,Villanova University,Suffolk,Virginia,Rory Sparrow,G,6-2,"June 12, 1958",Villanova University,-9004.19327943259
walt kirk,125.0,Walt Kirk,PG,25.0,TOT,58.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.383,0.15860433144009717,0.598,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.3,2.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.718,62.18920998220897,103.0,39.89705245948935,24.470260133673126,73.93983201832528,Walt Kirk,190.0,78.0,University of Illinois at Urbana-Champaign,Mount Vernon,Illinois,Walt Kirk,G-F,6-3,"September 3, 1924",University of Illinois at Urbana-Champaign,-111.37500629634721
elliot perry,14318.0,Elliot Perry,PG,29.0,NJN,30.0,0.0,243.0,8.4,0.427,0.267,0.14,2.6,9.6,24.9,3.5,0.0,26.0,22.4,-0.6,0.2,-4.6,-1.3,-0.2,9.0,0.391,0.75,6.0,35.0,16.0,0.0,32.0,Elliot Perry,183.0,68.0,University of Memphis,Memphis,Tennessee,Elliot Perry,G,6-0,"March 28, 1969",University of Memphis,-14314.354136594662
eddie johnson,5177.0,Eddie Johnson,SG,22.0,ATL,79.0,23.593374650359237,1875.0,13.6,0.535,0.15860433144009717,0.293,2.9,6.1,18.9,2.5,0.1,17.8,20.2,1.8,1.8,0.0,-0.9,0.5,22.215036720029588,0.24879631551634632,0.816,51.0,235.0,100.0,4.0,168.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-5155.3920173682545
eddie johnson,5177.0,Eddie Johnson,SG,22.0,ATL,79.0,23.593374650359237,1875.0,13.6,0.535,0.15860433144009717,0.293,2.9,6.1,18.9,2.5,0.1,17.8,20.2,1.8,1.8,0.0,-0.9,0.5,22.215036720029588,0.24879631551634632,0.816,51.0,235.0,100.0,4.0,168.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-5155.3920173682545
eddie johnson,10206.0,Eddie Johnson,SG,31.0,SEA,66.0,27.0,1773.0,18.4,0.555,0.106,0.244,6.1,9.2,8.5,1.4,0.3,8.6,26.9,4.2,0.9,2.3,-3.1,0.5,33.0,0.333,0.912,91.0,94.0,49.0,7.0,98.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-10185.488211290756
eddie johnson,10206.0,Eddie Johnson,SG,31.0,SEA,66.0,27.0,1773.0,18.4,0.555,0.106,0.244,6.1,9.2,8.5,1.4,0.3,8.6,26.9,4.2,0.9,2.3,-3.1,0.5,33.0,0.333,0.912,91.0,94.0,49.0,7.0,98.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-10185.488211290756
eddie johnson,13087.0,Eddie Johnson,SF,37.0,TOT,52.0,2.0,913.0,13.4,0.541,0.362,0.188,3.6,13.7,10.0,0.9,0.2,10.7,22.0,0.9,0.9,-0.5,-2.0,-0.1,49.0,0.374,0.809,27.0,52.0,15.0,2.0,47.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-13076.02257419205
eddie johnson,13087.0,Eddie Johnson,SF,37.0,TOT,52.0,2.0,913.0,13.4,0.541,0.362,0.188,3.6,13.7,10.0,0.9,0.2,10.7,22.0,0.9,0.9,-0.5,-2.0,-0.1,49.0,0.374,0.809,27.0,52.0,15.0,2.0,47.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-13076.02257419205
elliot perry,13238.0,Elliot Perry,PG,27.0,MIL,82.0,3.0,1595.0,15.2,0.557,0.299,0.231,1.8,7.6,25.1,3.3,0.1,18.0,17.9,1.8,1.4,0.7,-1.0,0.7,49.0,0.358,0.745,24.0,247.0,98.0,3.0,111.0,Elliot Perry,183.0,68.0,University of Memphis,Memphis,Tennessee,Elliot Perry,G,6-0,"March 28, 1969",University of Memphis,-13219.056121911324
eddie johnson,7345.0,Eddie Johnson,SF,24.0,KCK,82.0,82.0,2920.0,16.6,0.528,0.041,0.213,6.3,11.5,16.0,1.2,0.4,11.1,26.3,3.4,2.2,1.6,-0.9,2.0,20.0,0.313,0.81,165.0,296.0,76.0,21.0,213.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,G,6-2,"February 24, 1955",Auburn University,-7311.457744644635
eddie johnson,7345.0,Eddie Johnson,SF,24.0,KCK,82.0,82.0,2920.0,16.6,0.528,0.041,0.213,6.3,11.5,16.0,1.2,0.4,11.1,26.3,3.4,2.2,1.6,-0.9,2.0,20.0,0.313,0.81,165.0,296.0,76.0,21.0,213.0,Eddie Johnson,203.0,92.0,Tennessee State University,Atlanta,Georgia,Eddie Johnson,F-G,6-7,"May 1, 1959",University of Illinois at Urbana-Champaign,-7311.457744644635
travis williams,13947.0,Travis Williams,SF,28.0,CHH,39.0,0.0,365.0,13.7,0.488,0.008,0.387,17.7,12.8,9.2,2.6,1.0,17.7,21.4,0.1,0.4,-0.9,-0.3,0.1,0.0,0.0,0.522,53.0,20.0,18.0,5.0,30.0,Travis Williams,198.0,97.0,South Carolina State University,Columbia,South Carolina,Travis Williams,F,6-6,"May 27, 1969",South Carolina State University,-13942.005606281307
clint capela,22963.0,Clint Capela,C,20.0,HOU,12.0,0.0,90.0,12.1,0.409,0.0,0.793,12.3,31.8,3.6,0.6,7.8,11.3,21.3,-0.2,0.2,-8.8,1.0,-0.1,0.0,0.24879631551634632,0.174,10.0,2.0,1.0,9.0,5.0,Clint Capela,206.0,98.0,Unknown,Unknown,Unknown,Clint Capela,C,6-10,"May 18, 1994",Unknown,-22960.5901648372
clint capela,24182.0,Clint Capela,C,22.0,HOU,65.0,59.0,1551.0,21.4,0.638,0.0,0.314,12.5,24.5,6.9,1.1,4.2,12.0,19.9,3.9,2.1,0.0,1.0,1.2,0.0,0.24879631551634632,0.531,178.0,64.0,34.0,80.0,87.0,Clint Capela,206.0,98.0,Unknown,Unknown,Unknown,Clint Capela,C,6-10,"May 18, 1994",Unknown,-24162.955144227777
mel counts,2374.0,Mel Counts,C,25.0,TOT,56.0,23.593374650359237,860.0,13.9,0.459,0.15860433144009717,0.224,6.181565025009618,13.708657175836867,8.1,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.1,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.734,62.18920998220897,52.0,39.89705245948935,24.470260133673126,73.93983201832528,Mel Counts,213.0,104.0,Oregon State University,Coos Bay,Oregon,Mel Counts,C-F,7-0,"October 16, 1941",Oregon State University,-2364.17549318015
dick mcguire*,559.0,Dick McGuire*,PG,26.0,NYK,64.0,23.593374650359237,2018.0,18.9,0.491,0.15860433144009717,0.612,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.7,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.631,62.18920998220897,388.0,39.89705245948935,24.470260133673126,73.93983201832528,Dick McGuire*,183.0,81.0,St. John's University,Huntington,New York,,,,,,-536.0147975268693
jim chones,4154.0,Jim Chones,C,25.0,CLE,72.0,23.593374650359237,2427.0,16.1,0.515,0.15860433144009717,0.245,6.8,22.8,8.1,1.0,2.7,15.085098559901962,18.906491853360468,2.8,3.5,-0.4,1.2,1.7,22.215036720029588,0.24879631551634632,0.679,156.0,132.0,49.0,120.0,73.93983201832528,Jim Chones,211.0,99.0,Marquette University,Racine,Wisconsin,Jim Chones,C-F,6-11,"November 30, 1949",Marquette University,-4126.5309599501825
tim thomas,18680.0,Tim Thomas,PF,29.0,LAC,76.0,24.0,2054.0,13.6,0.532,0.492,0.199,3.7,18.2,14.2,1.4,1.1,11.9,20.1,1.6,2.3,0.9,-0.5,1.3,136.0,0.382,0.708,63.0,171.0,55.0,28.0,106.0,Tim Thomas,208.0,104.0,Villanova University,Paterson,New Jersey,Tim Thomas,F,6-10,"February 26, 1977",Villanova University,-18655.832174260962
andrei kirilenko,15755.0,Andrei Kirilenko,SF,20.0,UTA,82.0,40.0,2151.0,18.8,0.553,0.158,0.586,8.3,14.2,7.4,2.9,5.9,11.9,19.0,4.0,3.3,0.8,3.0,3.2,25.0,0.25,0.768,149.0,94.0,116.0,159.0,108.0,Andrei Kirilenko,206.0,99.0,Unknown,Izhevsk,Russia,Andrei Kirilenko,F,6-9,"February 18, 1981",Unknown,-15729.795157455355
larry micheaux,7764.0,Larry Micheaux,PF,24.0,TOT,57.0,0.0,565.0,14.8,0.6,0.019,0.274,12.3,15.9,6.8,1.7,2.1,17.0,14.9,0.8,0.8,-0.2,0.9,0.4,0.0,0.0,0.674,62.0,30.0,20.0,21.0,36.0,Larry Micheaux,206.0,99.0,University of Houston,Houston,Texas,Larry Micheaux,F,6-9,"March 24, 1960",University of Houston,-7757.1555938765105
andrei kirilenko,18496.0,Andrei Kirilenko,SF,25.0,UTA,70.0,70.0,2049.0,14.3,0.558,0.179,0.572,5.2,14.3,14.5,1.9,5.8,20.5,14.4,1.6,2.9,-0.5,4.4,3.1,16.0,0.213,0.728,88.0,202.0,74.0,144.0,135.0,Andrei Kirilenko,206.0,99.0,Unknown,Izhevsk,Russia,Andrei Kirilenko,F,6-9,"February 18, 1981",Unknown,-18471.641440836393
alfred mcguire*,848.0,Alfred McGuire*,PG,25.0,NYK,64.0,23.593374650359237,849.0,8.0,0.369,0.15860433144009717,0.751,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.5,0.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.436,62.18920998220897,103.0,39.89705245948935,24.470260133673126,73.93983201832528,Alfred McGuire*,188.0,81.0,St. John's University,New York,New York,,,,,,-838.3001054107026
mel counts,2104.0,Mel Counts,C,23.0,BOS,54.0,23.593374650359237,572.0,13.5,0.424,0.15860433144009717,0.272,6.181565025009618,13.708657175836867,4.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,1.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.784,62.18920998220897,19.0,39.89705245948935,24.470260133673126,73.93983201832528,Mel Counts,213.0,104.0,Oregon State University,Coos Bay,Oregon,Mel Counts,C-F,7-0,"October 16, 1941",Oregon State University,-2097.4149788122522
dick mcguire*,1080.0,Dick McGuire*,PG,30.0,NYK,62.0,23.593374650359237,1685.0,12.7,0.406,0.15860433144009717,0.441,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.627,62.18920998220897,362.0,39.89705245948935,24.470260133673126,73.93983201832528,Dick McGuire*,183.0,81.0,St. John's University,Huntington,New York,,,,,,-1060.6889167655493
mel counts,2899.0,Mel Counts,C,28.0,LAL,81.0,23.593374650359237,2193.0,13.9,0.463,0.15860433144009717,0.198,6.181565025009618,13.708657175836867,10.0,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.5,3.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.776,62.18920998220897,160.0,39.89705245948935,24.470260133673126,73.93983201832528,Mel Counts,213.0,104.0,Oregon State University,Coos Bay,Oregon,Mel Counts,C-F,7-0,"October 16, 1941",Oregon State University,-2874.2891331898913
jim chones,5077.0,Jim Chones,C,28.0,CLE,82.0,23.593374650359237,2906.0,14.9,0.503,0.15860433144009717,0.225,7.6,22.0,6.5,0.8,1.0,13.1,19.2,2.6,3.8,-0.6,0.5,1.4,22.215036720029588,0.24879631551634632,0.72,219.0,131.0,52.0,58.0,184.0,Jim Chones,211.0,99.0,Marquette University,Racine,Wisconsin,Jim Chones,C-F,6-11,"November 30, 1949",Marquette University,-5043.997057564627
eddie jones,18484.0,Eddie Jones,SG,35.0,MIA,35.0,27.0,1033.0,14.3,0.574,0.546,0.151,2.0,12.5,11.9,2.4,0.6,7.7,14.4,1.7,1.3,1.6,0.8,1.1,56.0,0.378,0.829,17.0,76.0,46.0,8.0,24.0,Eddie Jones,208.0,102.0,"University of Nevada, Reno",Fort Rucker,Alabama,Eddie Jones,G-F,6-6,"October 20, 1971",Temple University,-18471.3537064581
tim thomas,19858.0,Tim Thomas,PF,31.0,TOT,64.0,6.0,1247.0,12.2,0.555,0.432,0.276,3.7,14.6,8.6,1.2,0.6,12.5,19.9,0.9,0.8,-0.8,-1.8,-0.2,78.0,0.413,0.736,42.0,68.0,31.0,11.0,70.0,Tim Thomas,208.0,104.0,Villanova University,Paterson,New Jersey,Tim Thomas,F,6-10,"February 26, 1977",Villanova University,-19842.85108715885
eddie jones,12526.0,Eddie Jones,SG,24.0,LAL,70.0,66.0,2184.0,17.0,0.583,0.331,0.269,2.4,9.8,17.0,3.1,1.4,11.4,17.8,4.1,2.7,2.5,1.1,3.1,83.0,0.366,0.739,45.0,246.0,129.0,45.0,99.0,Eddie Jones,208.0,102.0,"University of Nevada, Reno",Fort Rucker,Alabama,Eddie Jones,G-F,6-6,"October 20, 1971",Temple University,-12500.616492220668
tim thomas,14917.0,Tim Thomas,SF,22.0,MIL,80.0,1.0,2093.0,14.7,0.549,0.242,0.323,5.6,12.9,8.5,1.5,1.1,13.0,21.0,3.0,0.8,0.8,-1.7,0.6,63.0,0.346,0.774,100.0,113.0,59.0,31.0,129.0,Tim Thomas,208.0,104.0,Villanova University,Paterson,New Jersey,Tim Thomas,F,6-10,"February 26, 1977",Villanova University,-14892.599625103841
dick mcguire*,163.0,Dick McGuire*,PG,24.0,NYK,68.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.417,0.15860433144009717,0.556,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.4,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.652,62.18920998220897,386.0,39.89705245948935,24.470260133673126,73.93983201832528,Dick McGuire*,183.0,81.0,St. John's University,Huntington,New York,,,,,,-148.94342776496669
deandre liggins,21994.0,DeAndre Liggins,SG,24.0,OKC,39.0,1.0,290.0,9.4,0.528,0.404,0.383,5.5,14.7,7.2,3.2,0.8,20.3,10.8,0.1,0.5,-1.6,1.5,0.1,7.0,0.368,0.5,13.0,15.0,18.0,3.0,14.0,DeAndre Liggins,198.0,94.0,University of Kentucky,Chicago,Illinois,DeAndre Liggins,G,6-6,"March 31, 1988",University of Kentucky,-21989.397227568457
jonny flynn,21293.0,Jonny Flynn,PG,22.0,POR,18.0,1.0,281.0,12.3,0.465,0.278,0.278,2.8,10.2,38.3,0.6,0.3,21.1,20.8,0.1,0.1,-1.8,-3.6,-0.2,8.0,0.32,0.72,7.0,68.0,3.0,1.0,27.0,Jonny Flynn,183.0,83.0,Syracuse University,Niagara Falls,New York,Jonny Flynn,G,6-0,"February 6, 1989",Syracuse University,-21288.462264018697
andrei kirilenko,22579.0,Andrei Kirilenko,PF,32.0,BRK,45.0,4.0,857.0,12.4,0.532,0.031,0.744,7.7,12.7,13.1,2.4,1.9,20.3,14.6,0.4,0.9,-1.9,1.8,0.4,1.0,0.2,0.513,55.0,72.0,40.0,19.0,54.0,Andrei Kirilenko,206.0,99.0,Unknown,Izhevsk,Russia,Andrei Kirilenko,F,6-9,"February 18, 1981",Unknown,-22567.90793826831
armon johnson,20826.0,Armon Johnson,PG,21.0,POR,38.0,0.0,277.0,9.3,0.497,0.119,0.218,4.7,11.5,28.1,1.0,0.3,25.6,25.1,-0.4,0.2,-4.4,-2.4,-0.3,5.0,0.417,0.591,11.0,45.0,5.0,1.0,38.0,Armon Johnson,196.0,107.0,Bemidji State University,Gonvick,Minnesota,Armon Johnson,G,6-3,"February 23, 1989","University of Nevada, Reno",-20821.55340118659
byron mullens,22661.0,Byron Mullens,C,24.0,TOT,45.0,0.0,414.0,12.8,0.544,0.539,0.121,6.2,18.2,5.5,1.8,2.1,13.4,20.9,0.1,0.4,-1.5,-1.8,-0.1,33.0,0.371,0.5,24.0,14.0,15.0,11.0,27.0,Byron Mullens,213.0,124.0,Ohio State University,Canal Winchester,Ohio,Byron Mullens,C,7-0,"February 14, 1989",Ohio State University,-22654.99451369208
ben uzoh,21063.0,Ben Uzoh,PG,22.0,NJN,42.0,0.0,438.0,14.7,0.468,0.056,0.389,7.9,8.6,26.7,1.6,1.4,12.9,20.5,0.2,0.2,-0.9,-0.8,0.0,3.0,0.375,0.589,30.0,69.0,13.0,8.0,25.0,Ben Uzoh,190.0,92.0,University of Tulsa,Houston,Texas,Ben Uzoh,G,6-3,"March 19, 1988",University of Tulsa,-21056.70625759755
ben uzoh,21619.0,Ben Uzoh,PG,23.0,TOT,18.0,8.0,370.0,10.9,0.377,0.01,0.192,6.0,15.1,26.8,2.5,0.7,15.0,16.1,-0.2,0.4,-2.8,1.6,0.1,0.0,0.0,0.579,19.0,61.0,17.0,3.0,19.0,Ben Uzoh,190.0,92.0,University of Tulsa,Houston,Texas,Ben Uzoh,G,6-3,"March 19, 1988",University of Tulsa,-21613.45737110368
byron mullens,22663.0,Byron Mullens,C,24.0,PHI,18.0,0.0,247.0,16.1,0.569,0.495,0.139,7.2,19.6,5.5,1.8,2.6,11.6,20.8,0.2,0.2,-0.7,-2.1,0.0,20.0,0.4,0.571,17.0,8.0,9.0,8.0,14.0,Byron Mullens,213.0,124.0,Ohio State University,Canal Winchester,Ohio,Byron Mullens,C,7-0,"February 14, 1989",Ohio State University,-22658.872217363176
ben uzoh,21620.0,Ben Uzoh,PG,23.0,CLE,2.0,0.0,13.0,21.0,0.4,0.0,0.0,16.9,18.2,27.8,4.0,0.0,0.0,17.3,0.0,0.0,2.8,1.6,0.0,0.0,0.24879631551634632,0.7192786333417487,2.0,2.0,1.0,0.0,0.0,Ben Uzoh,190.0,92.0,University of Tulsa,Houston,Texas,Ben Uzoh,G,6-3,"March 19, 1988",University of Tulsa,-21618.540433600712
deandre liggins,21448.0,DeAndre Liggins,SF,23.0,ORL,17.0,0.0,115.0,8.9,0.495,0.16,0.76,5.9,9.2,7.1,2.8,0.0,23.1,17.7,-0.1,0.1,-4.5,0.1,-0.1,0.0,0.0,0.474,6.0,5.0,6.0,0.0,10.0,DeAndre Liggins,198.0,94.0,University of Kentucky,Chicago,Illinois,DeAndre Liggins,G,6-6,"March 31, 1988",University of Kentucky,-21445.398281960654
orlando johnson,22564.0,Orlando Johnson,SG,24.0,IND,38.0,0.0,342.0,6.1,0.431,0.427,0.229,2.4,13.8,7.2,0.9,0.2,11.7,16.0,-0.3,0.5,-4.9,-0.6,-0.3,8.0,0.195,0.773,7.0,16.0,6.0,1.0,14.0,Orlando Johnson,196.0,99.0,"University of California, Santa Barbara",Monterey,California,Orlando Johnson,G,6-5,"March 11, 1989","University of California, Santa Barbara",-22558.805165517813
lee mayberry,13701.0,Lee Mayberry,PG,27.0,VAN,79.0,32.0,1835.0,9.2,0.489,0.516,0.146,1.2,5.9,27.7,1.8,0.4,23.3,11.7,0.7,-0.3,-1.6,-3.4,-1.4,63.0,0.35,0.745,19.0,349.0,65.0,10.0,113.0,Lee Mayberry,185.0,78.0,University of Arkansas,Tulsa,Oklahoma,Lee Mayberry,G,6-1,"June 12, 1970",University of Arkansas,-13679.262517311427
richie guerin*,2264.0,Richie Guerin*,SG,33.0,STL,80.0,23.593374650359237,2363.0,16.3,0.498,0.15860433144009717,0.447,6.181565025009618,13.708657175836867,23.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.6,2.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.812,62.18920998220897,388.0,39.89705245948935,24.470260133673126,73.93983201832528,Richie Guerin*,193.0,88.0,Iona College,New York,New York,,,,,,-2237.1047480343177
bryant stith,15430.0,Bryant Stith,SG,30.0,BOS,78.0,74.0,2504.0,11.7,0.538,0.396,0.339,2.9,10.7,11.2,1.9,0.4,11.4,14.4,3.1,1.7,-0.1,-0.4,1.0,91.0,0.376,0.845,65.0,168.0,93.0,14.0,90.0,Bryant Stith,196.0,94.0,University of Virginia,Emporia,Virginia,Bryant Stith,G,6-5,"December 10, 1970",University of Virginia,-15401.037432413212
richie guerin*,1502.0,Richie Guerin*,SG,27.0,NYK,74.0,23.593374650359237,2429.0,21.4,0.493,0.15860433144009717,0.429,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.1,1.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.773,62.18920998220897,468.0,39.89705245948935,24.470260133673126,73.93983201832528,Richie Guerin*,193.0,88.0,Iona College,New York,New York,,,,,,-1474.308718277351
walt budko,500.0,Walt Budko,PF,26.0,PHW,63.0,23.593374650359237,1126.0,10.2,0.455,0.15860433144009717,0.371,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.1,0.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.674,62.18920998220897,91.0,39.89705245948935,24.470260133673126,73.93983201832528,Walt Budko,196.0,99.0,Columbia University,Kearney,New Jersey,Walt Budko,F-C,6-5,"July 30, 1925",Columbia University,-487.2992483661438
von wafer,18177.0,Von Wafer,SG,20.0,LAL,16.0,0.0,73.0,-1.6,0.241,0.447,0.211,8.1,4.8,8.2,2.2,0.0,2.4,26.6,-0.3,0.1,-7.4,-4.8,-0.2,2.0,0.118,0.75,5.0,4.0,3.0,0.0,1.0,Von Wafer,196.0,95.0,Florida State University,Homer,Louisiana,Von Wafer,G,6-5,"July 21, 1985",Florida State University,-18175.088903612817
mike holton,9266.0,Mike Holton,PG,27.0,CHH,67.0,60.0,1696.0,12.3,0.488,0.028,0.284,1.9,5.2,33.8,1.9,0.4,17.3,16.6,0.9,0.4,-1.6,-2.4,-0.9,3.0,0.214,0.839,30.0,424.0,66.0,12.0,119.0,Mike Holton,193.0,83.0,"University of California, Los Angeles",Seattle,Washington,Mike Holton,G,6-4,"August 4, 1961","University of California, Los Angeles",-9245.900160877458
mike holton,7683.0,Mike Holton,SG,23.0,PHO,74.0,59.0,1761.0,8.9,0.497,0.078,0.205,2.0,6.5,15.2,1.6,0.2,16.4,17.4,-0.6,1.4,-3.0,-0.9,-0.9,14.0,0.311,0.814,30.0,198.0,59.0,6.0,123.0,Mike Holton,193.0,83.0,"University of California, Los Angeles",Seattle,Washington,Mike Holton,G,6-4,"August 4, 1961","University of California, Los Angeles",-7662.632261703498
phil rollins,1435.0,Phil Rollins,PG,25.0,CIN,21.0,23.593374650359237,440.0,13.4,0.437,0.15860433144009717,0.313,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.778,62.18920998220897,58.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Rollins,188.0,83.0,University of Louisville,Wickliffe,Kentucky,Phil Rollins,G,6-2,"January 19, 1934",University of Louisville,-1429.8521364591195
jeff taylor,8605.0,Jeff Taylor,SG,27.0,DET,12.0,0.0,44.0,11.7,0.729,0.0,1.0,2.5,7.1,9.0,2.2,1.3,35.7,20.6,0.0,0.1,-3.8,0.2,0.0,0.0,0.24879631551634632,0.9,1.0,3.0,2.0,1.0,8.0,Jeff Taylor,193.0,79.0,Texas Tech University,Blytheville,Arkansas,Jeff Taylor,G,6-4,"January 1, 1960",Texas Tech University,-8604.00922693356
