name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1
quentin richardson,19785.0,Quentin Richardson,SG,28.0,NYK,72.0,51.0,1894.0,11.6,0.51,0.493,0.175,4.0,14.8,9.4,1.2,0.3,9.3,18.2,1.0,1.1,-0.5,-1.0,0.2,120.0,0.365,0.761,71.0,117.0,47.0,7.0,74.0,Quentin Richardson,198.0,101.0,DePaul University,Chicago,Illinois,Quentin Richardson,G,6-6,"April 13, 1980",DePaul University,-19762.627526832977
nicolas batum,19961.0,Nicolas Batum,SF,21.0,POR,37.0,25.0,918.0,17.3,0.646,0.493,0.19,4.3,14.8,8.0,1.4,2.2,8.5,16.4,2.4,1.1,3.2,0.6,1.3,54.0,0.409,0.843,32.0,44.0,24.0,25.0,27.0,Nicolas Batum,203.0,90.0,Unknown,Lisieux,France,Nicolas Batum,F-G,6-8,"December 14, 1988",Unknown,-19949.55184894805
jumaine jones,17940.0,Jumaine Jones,PF,26.0,CHA,76.0,42.0,2089.0,12.1,0.506,0.455,0.164,5.5,16.1,5.0,1.7,0.8,8.6,18.3,1.2,1.8,-0.4,-0.8,0.4,115.0,0.343,0.727,105.0,63.0,68.0,22.0,74.0,Jumaine Jones,203.0,98.0,University of Georgia,Cocoa,Florida,Jumaine Jones,F,6-8,"February 10, 1979",University of Georgia,-17915.617638534786
darvin ham,14651.0,Darvin Ham,SF,26.0,MIL,35.0,21.0,792.0,12.8,0.545,0.008,0.609,12.6,12.8,7.5,1.9,2.8,15.2,10.7,1.2,0.5,0.7,1.6,0.9,0.0,0.0,0.449,85.0,42.0,29.0,29.0,29.0,Darvin Ham,201.0,99.0,Texas Tech University,Saginaw,Michigan,Darvin Ham,F,6-7,"July 23, 1973",Texas Tech University,-14641.17484137351
sedale threatt,8620.0,Sedale Threatt,PG,25.0,CHI,40.0,0.0,778.0,16.2,0.521,0.059,0.242,1.1,6.4,33.2,2.7,0.7,12.2,18.7,1.3,0.8,0.1,-2.1,0.0,0.0,0.0,0.803,8.0,177.0,42.0,9.0,42.0,Sedale Threatt,188.0,79.0,West Virginia University Institute of Technology,Atlanta,Georgia,Sedale Threatt,G,6-2,"September 10, 1961",West Virginia University Institute of Technology,-8610.576142542765
ray williams,8287.0,Ray Williams,PG,31.0,NJN,5.0,0.0,63.0,7.8,0.419,0.063,0.438,5.3,1.8,19.4,3.7,0.0,19.1,29.9,-0.1,0.1,-4.9,-2.2,-0.1,0.0,0.0,0.857,3.0,9.0,5.0,0.0,9.0,Ray Williams,190.0,85.0,University of Minnesota,Mount Vernon,New York,Ray Williams,G,6-3,"October 14, 1954",University of Minnesota,-8285.811546485715
darvin ham,16174.0,Darvin Ham,SG,29.0,ATL,75.0,1.0,926.0,5.5,0.464,0.019,0.497,9.3,9.5,6.4,0.9,1.4,25.1,12.8,-0.7,0.3,-4.4,-0.9,-0.8,0.0,0.0,0.481,73.0,38.0,16.0,19.0,65.0,Darvin Ham,201.0,99.0,Texas Tech University,Saginaw,Michigan,Darvin Ham,F,6-7,"July 23, 1973",Texas Tech University,-16162.574461425138
quentin richardson,19198.0,Quentin Richardson,SF,27.0,NYK,65.0,65.0,1841.0,8.5,0.444,0.386,0.159,3.4,16.5,9.9,1.3,0.6,10.4,16.1,-0.6,0.9,-2.4,-0.3,-0.3,69.0,0.322,0.682,56.0,116.0,44.0,15.0,69.0,Quentin Richardson,198.0,101.0,DePaul University,Chicago,Illinois,Quentin Richardson,G,6-6,"April 13, 1980",DePaul University,-19176.235110125694
sedale threatt,13355.0,Sedale Threatt,SG,35.0,HOU,21.0,0.0,334.0,8.5,0.451,0.27,0.108,1.8,6.3,17.6,2.4,0.7,14.4,12.3,0.1,0.4,-3.3,0.1,-0.1,8.0,0.4,0.75,5.0,40.0,15.0,3.0,13.0,Sedale Threatt,188.0,79.0,West Virginia University Institute of Technology,Atlanta,Georgia,Sedale Threatt,G,6-2,"September 10, 1961",West Virginia University Institute of Technology,-13350.440520323353
darvin ham,15685.0,Darvin Ham,SF,28.0,MIL,70.0,2.0,1208.0,9.7,0.571,0.033,0.583,9.1,10.1,9.1,1.1,2.2,23.8,13.5,0.7,0.6,-2.1,0.0,0.0,1.0,0.143,0.504,91.0,73.0,25.0,37.0,83.0,Darvin Ham,201.0,99.0,Texas Tech University,Saginaw,Michigan,Darvin Ham,F,6-7,"July 23, 1973",Texas Tech University,-15670.395641022978
nicolas batum,21164.0,Nicolas Batum,SF,23.0,POR,59.0,34.0,1791.0,17.3,0.575,0.427,0.248,5.2,12.6,7.9,1.7,2.6,11.2,20.5,3.3,1.4,2.3,0.0,1.9,107.0,0.391,0.836,81.0,84.0,57.0,60.0,90.0,Nicolas Batum,203.0,90.0,Unknown,Lisieux,France,Nicolas Batum,F-G,6-8,"December 14, 1988",Unknown,-21142.66408210533
nicolas batum,22909.0,Nicolas Batum,SF,26.0,POR,71.0,71.0,2380.0,13.1,0.516,0.515,0.163,2.8,15.6,20.5,1.7,1.2,17.0,14.6,2.0,3.2,0.6,2.6,3.1,100.0,0.324,0.857,62.0,341.0,78.0,40.0,132.0,Nicolas Batum,203.0,90.0,Unknown,Lisieux,France,Nicolas Batum,F-G,6-8,"December 14, 1988",Unknown,-22880.626505660053
jose calderon,22958.0,Jose Calderon,PG,33.0,NYK,42.0,42.0,1270.0,11.3,0.519,0.401,0.09,1.7,9.8,25.6,1.3,0.0,16.9,16.1,0.8,0.1,-0.5,-2.6,-0.4,59.0,0.415,0.906,19.0,198.0,31.0,0.0,75.0,Jose Calderon,190.0,90.0,Unknown,Villanueva de la Serena,Spain,Jose Calderon,G,6-3,"September 28, 1981",Unknown,-22942.206409035643
bill bradley*,3872.0,Bill Bradley*,SF,30.0,NYK,82.0,23.593374650359237,2813.0,11.1,0.485,0.15860433144009717,0.15,2.2,7.2,12.3,0.7,0.4,15.085098559901962,18.906491853360468,1.6,2.6,-1.5,-0.7,-0.2,22.215036720029588,0.24879631551634632,0.874,59.0,242.0,42.0,21.0,73.93983201832528,Bill Bradley*,196.0,92.0,Princeton University,Crystal City,Missouri,,,,,,-3840.2701424507086
vince boryla,623.0,Vince Boryla,SF,25.0,NYK,66.0,23.593374650359237,2200.0,11.2,0.435,0.15860433144009717,0.293,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.4,2.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.821,62.18920998220897,166.0,39.89705245948935,24.470260133673126,73.93983201832528,Vince Boryla,196.0,95.0,University of Denver,East Chicago,Indiana,Vince Boryla,F,6-5,"March 11, 1927",University of Denver,-598.3473690146707
marquis daniels,19474.0,Marquis Daniels,SF,28.0,IND,54.0,43.0,1700.0,12.8,0.491,0.131,0.187,5.1,11.0,10.7,1.8,1.1,11.2,21.5,-0.1,1.4,-1.6,-0.3,0.0,18.0,0.2,0.721,80.0,114.0,62.0,26.0,94.0,Marquis Daniels,198.0,90.0,Auburn University,Jasper,Florida,Marquis Daniels,G-F,6-6,"January 7, 1981",Auburn University,-19453.662919506303
devin harris,18967.0,Devin Harris,PG,24.0,TOT,64.0,61.0,2022.0,17.5,0.573,0.241,0.434,1.6,8.2,31.1,2.4,0.4,16.3,22.6,3.6,1.9,2.2,-1.2,1.6,56.0,0.335,0.824,28.0,369.0,90.0,10.0,161.0,Devin Harris,190.0,87.0,University of Wisconsin,Milwaukee,Wisconsin,Devin Harris,G,6-3,"February 27, 1983",University of Wisconsin,-18942.751121775473
arron afflalo,19343.0,Arron Afflalo,SG,23.0,DET,74.0,8.0,1234.0,8.9,0.548,0.357,0.237,2.8,10.1,5.5,1.3,0.8,11.5,14.5,0.8,1.0,-1.7,-0.7,-0.1,43.0,0.402,0.817,30.0,44.0,28.0,13.0,43.0,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",Los Angeles,California,Arron Afflalo,G,6-5,"October 15, 1985","University of California, Los Angeles",-19328.07511790658
derek harper,7324.0,Derek Harper,PG,22.0,DAL,82.0,1.0,1712.0,10.5,0.475,0.058,0.217,3.6,8.1,17.7,2.7,0.7,18.3,14.7,-0.3,1.5,-2.2,0.5,0.1,3.0,0.115,0.673,53.0,239.0,95.0,21.0,111.0,Derek Harper,193.0,83.0,University of Illinois at Urbana-Champaign,Elberton,Georgia,Derek Harper,G,6-4,"October 13, 1961",University of Illinois at Urbana-Champaign,-7304.093077932948
derek harper,13610.0,Derek Harper,SG,36.0,ORL,66.0,45.0,1761.0,11.5,0.491,0.303,0.146,1.5,5.5,23.2,2.3,0.4,14.9,17.6,0.9,1.5,-0.5,-1.3,0.1,59.0,0.36,0.696,23.0,233.0,72.0,10.0,101.0,Derek Harper,193.0,83.0,University of Illinois at Urbana-Champaign,Elberton,Georgia,Derek Harper,G,6-4,"October 13, 1961",University of Illinois at Urbana-Champaign,-13589.267998816264
joe mcnamee,422.0,Joe McNamee,SF,24.0,ROC,60.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.332,0.15860433144009717,0.251,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.9,0.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.643,62.18920998220897,18.0,39.89705245948935,24.470260133673126,73.93983201832528,Joe McNamee,198.0,95.0,University of San Francisco,Unknown,Unknown,Joe McNamee,F-C,6-6,"September 24, 1926",University of San Francisco,-408.49164035716933
isaac austin,13979.0,Isaac Austin,C,29.0,ORL,49.0,49.0,1259.0,12.0,0.457,0.015,0.347,7.5,14.5,12.8,2.0,2.1,17.9,22.9,-0.9,2.1,-3.4,1.6,0.1,2.0,0.286,0.669,83.0,89.0,47.0,35.0,114.0,Isaac Austin,208.0,115.0,Arizona State University,Gridley,California,Isaac Austin,C,6-10,"August 18, 1969",Arizona State University,-13963.887336344404
marquis daniels,16617.0,Marquis Daniels,SG,23.0,DAL,56.0,15.0,1039.0,20.1,0.536,0.088,0.19,6.7,8.6,17.4,2.6,0.9,9.0,20.6,2.7,0.4,2.9,-1.1,1.0,11.0,0.306,0.769,66.0,116.0,53.0,12.0,44.0,Marquis Daniels,198.0,90.0,Auburn University,Jasper,Florida,Marquis Daniels,G-F,6-6,"January 7, 1981",Auburn University,-16604.20905537137
paul pressey,9861.0,Paul Pressey,SG,31.0,MIL,57.0,2.0,1400.0,15.9,0.533,0.085,0.375,4.8,9.4,25.6,2.5,1.0,15.6,20.9,1.6,1.4,0.4,0.0,0.9,6.0,0.14,0.758,59.0,244.0,71.0,23.0,109.0,Paul Pressey,196.0,83.0,University of Tulsa,Richmond,Virginia,Paul Pressey,G-F,6-5,"December 24, 1958",University of Tulsa,-9844.380933324708
devin harris,20135.0,Devin Harris,PG,26.0,NJN,64.0,61.0,2221.0,16.2,0.512,0.245,0.437,1.2,9.7,34.6,1.9,0.6,14.7,25.5,1.5,1.2,1.5,-2.0,0.8,60.0,0.276,0.798,24.0,423.0,79.0,18.0,181.0,Devin Harris,190.0,87.0,University of Wisconsin,Milwaukee,Wisconsin,Devin Harris,G,6-3,"February 27, 1983",University of Wisconsin,-20108.390922023435
isaac austin,12865.0,Isaac Austin,C,27.0,MIA,82.0,17.0,1881.0,14.2,0.536,0.005,0.354,8.7,21.2,9.9,1.3,1.8,17.9,22.5,0.3,3.7,-3.2,1.6,0.2,0.0,0.0,0.664,136.0,101.0,45.0,43.0,161.0,Isaac Austin,208.0,115.0,Arizona State University,Gridley,California,Isaac Austin,C,6-10,"August 18, 1969",Arizona State University,-12842.958352443047
patty mills,24465.0,Patty Mills,PG,28.0,SAS,80.0,8.0,1754.0,15.2,0.577,0.572,0.129,1.6,7.4,24.3,1.9,0.1,13.3,19.5,2.8,2.2,2.5,-1.2,1.5,147.0,0.413,0.825,24.0,280.0,65.0,3.0,101.0,Patty Mills,203.0,111.0,Louisiana Tech University,Monroe,Louisiana,Patty Mills,G,6-0,"August 11, 1988",Saint Mary's College of California,-24443.66698397564
arron afflalo,21681.0,Arron Afflalo,SF,27.0,ORL,64.0,64.0,2307.0,13.0,0.527,0.265,0.246,1.4,10.3,14.6,0.9,0.4,12.1,22.5,1.5,0.5,-0.3,-2.0,-0.2,72.0,0.3,0.857,29.0,206.0,40.0,11.0,138.0,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",Los Angeles,California,Arron Afflalo,G,6-5,"October 15, 1985","University of California, Los Angeles",-21653.75762944508
arron afflalo,20502.0,Arron Afflalo,SG,25.0,DEN,69.0,69.0,2324.0,13.6,0.62,0.396,0.26,2.3,9.9,10.9,0.7,1.0,9.2,14.8,4.8,1.4,2.4,-0.2,2.4,105.0,0.423,0.847,45.0,168.0,34.0,31.0,71.0,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",Los Angeles,California,Arron Afflalo,G,6-5,"October 15, 1985","University of California, Los Angeles",-20474.788539835998
devin harris,20768.0,Devin Harris,PG,27.0,TOT,71.0,70.0,2254.0,17.2,0.545,0.221,0.494,0.9,8.2,38.2,1.7,0.2,17.3,24.6,3.2,1.0,1.6,-2.9,0.4,58.0,0.322,0.833,17.0,503.0,70.0,7.0,207.0,Devin Harris,190.0,87.0,University of Wisconsin,Milwaukee,Wisconsin,Devin Harris,G,6-3,"February 27, 1983",University of Wisconsin,-20740.845020747336
patrick mccaw,24441.0,Patrick McCaw,SG,21.0,GSW,71.0,20.0,1074.0,8.6,0.54,0.502,0.151,2.4,7.6,9.0,1.4,1.1,12.1,11.9,0.6,1.2,-1.6,-0.1,0.1,41.0,0.333,0.784,22.0,77.0,32.0,15.0,36.0,Patrick McCaw,201.0,83.0,"University of Nevada, Las Vegas",St. Louis,Missouri,Patrick McCaw,G,6-7,"October 25, 1995","University of Nevada, Las Vegas",-24427.47007025469
arron afflalo,21128.0,Arron Afflalo,SG,26.0,DEN,62.0,62.0,2086.0,14.7,0.584,0.316,0.353,2.3,8.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,2.5,-1.6,1.5,88.0,0.398,0.798,40.0,149.0,36.0,13.0,85.0,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",Los Angeles,California,Arron Afflalo,G,6-5,"October 15, 1985","University of California, Los Angeles",-21103.381089338574
mike bibby,15550.0,Mike Bibby,PG,23.0,SAC,80.0,80.0,2659.0,14.9,0.513,0.14,0.196,1.5,7.3,23.0,1.6,0.4,11.1,19.7,3.7,2.6,0.4,-0.8,1.1,51.0,0.37,0.803,37.0,403.0,87.0,15.0,134.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-15518.91258025201
rich niemann,2798.0,Rich Niemann,C,22.0,TOT,34.0,23.593374650359237,272.0,11.9,0.457,0.15860433144009717,0.236,6.181565025009618,13.708657175836867,7.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.76,62.18920998220897,16.0,39.89705245948935,24.470260133673126,73.93983201832528,Rich Niemann,213.0,111.0,Saint Louis University,St. Louis,Missouri,Rich Niemann,C,7-0,"July 2, 1946",Saint Louis University,-2794.689731392273
chris wilcox,19301.0,Chris Wilcox,PF,25.0,SEA,62.0,55.0,1739.0,16.3,0.554,0.005,0.389,7.9,19.2,7.1,1.3,1.5,12.1,21.2,1.7,1.6,-0.9,0.0,0.5,0.0,0.0,0.645,126.0,74.0,46.0,36.0,103.0,Chris Wilcox,208.0,100.0,University of Maryland,Raleigh,North Carolina,Chris Wilcox,F,6-10,"September 3, 1982",University of Maryland,-19280.232305318077
chris wilcox,18198.0,Chris Wilcox,C,23.0,LAC,48.0,1.0,657.0,13.2,0.562,0.012,0.351,8.5,21.5,4.4,1.2,2.4,14.2,15.9,0.6,1.0,-2.7,0.4,0.0,0.0,0.0,0.644,46.0,18.0,15.0,21.0,32.0,Chris Wilcox,208.0,100.0,University of Maryland,Raleigh,North Carolina,Chris Wilcox,F,6-10,"September 3, 1982",University of Maryland,-18189.52466464403
chris wilcox,16462.0,Chris Wilcox,PF,20.0,LAC,46.0,3.0,479.0,12.5,0.528,0.0,0.357,7.6,16.9,7.8,0.8,1.8,13.8,17.7,0.3,0.3,-2.6,-1.4,-0.2,0.0,0.24879631551634632,0.5,32.0,21.0,7.0,12.0,26.0,Chris Wilcox,208.0,100.0,University of Maryland,Raleigh,North Carolina,Chris Wilcox,F,6-10,"September 3, 1982",University of Maryland,-16455.62313244773
tom tolbert,12242.0,Tom Tolbert,PF,29.0,CHH,10.0,0.0,57.0,5.6,0.371,0.222,0.111,15.2,19.9,5.3,0.0,0.0,13.7,17.8,-0.1,0.1,-5.8,-2.8,-0.1,0.0,0.0,1.0,7.0,2.0,0.0,0.0,3.0,Tom Tolbert,201.0,106.0,University of Arizona,Long Beach,California,Tom Tolbert,F-C,6-7,"October 16, 1965",University of Arizona,-12240.651302404563
mike bibby,17714.0,Mike Bibby,PG,27.0,SAC,82.0,82.0,3167.0,17.9,0.554,0.36,0.292,1.1,7.7,25.2,1.4,0.2,11.3,25.4,6.0,2.4,3.2,-2.3,2.4,192.0,0.386,0.849,29.0,444.0,82.0,10.0,199.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-17677.158187801244
lloyd neal,4009.0,Lloyd Neal,PF,23.0,POR,80.0,23.593374650359237,1517.0,15.6,0.529,0.15860433144009717,0.335,9.9,23.6,7.9,1.3,2.5,15.085098559901962,18.906491853360468,1.7,1.2,-1.3,-0.4,0.1,22.215036720029588,0.24879631551634632,0.696,150.0,89.0,45.0,73.0,73.93983201832528,Lloyd Neal,201.0,102.0,Tennessee State University,Talbottom,Georgia,Lloyd Neal,C-F,6-7,"December 10, 1950",Tennessee State University,-3991.645908524816
dan majerle,15251.0,Dan Majerle,SG,35.0,MIA,53.0,19.0,1306.0,9.4,0.48,0.699,0.17,1.8,13.3,11.0,2.2,0.9,11.2,11.6,0.5,2.1,-1.3,2.0,0.9,57.0,0.315,0.818,20.0,88.0,53.0,15.0,35.0,Dan Majerle,198.0,97.0,Central Michigan University,Traverse City,Michigan,Dan Majerle,G-F,6-6,"September 9, 1965",Central Michigan University,-15235.50351501703
jim riffey,455.0,Jim Riffey,F,27.0,FTW,35.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.382,0.15860433144009717,0.141,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.769,62.18920998220897,16.0,39.89705245948935,24.470260133673126,73.93983201832528,Jim Riffey,193.0,90.0,Tulane University,Unknown,Unknown,Jim Riffey,F,6-4,"December 14, 1923",Tulane University,-441.4992653178325
mike bibby,19971.0,Mike Bibby,PG,31.0,ATL,80.0,80.0,2195.0,12.7,0.538,0.503,0.123,1.1,8.8,20.8,1.6,0.1,11.7,16.1,3.0,1.7,1.2,-1.5,1.0,126.0,0.389,0.861,20.0,310.0,67.0,3.0,90.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-19945.028475248822
reggie miller*,13719.0,Reggie Miller*,SG,32.0,IND,81.0,81.0,2795.0,19.8,0.619,0.353,0.407,2.1,7.6,11.1,1.5,0.3,9.1,23.9,9.2,2.8,5.3,-1.1,4.4,164.0,0.429,0.868,46.0,171.0,78.0,11.0,128.0,Reggie Miller*,201.0,83.0,"University of California, Los Angeles",Riverside,California,,,,,,-13686.972571473432
chris duhon,17233.0,Chris Duhon,PG,22.0,CHI,82.0,73.0,2177.0,9.8,0.471,0.543,0.137,1.2,9.7,28.6,2.0,0.1,18.7,13.1,0.8,3.3,-1.2,0.8,0.8,94.0,0.355,0.731,23.0,398.0,82.0,3.0,119.0,Chris Duhon,185.0,83.0,Duke University,Mamou,Louisiana,Chris Duhon,G,6-1,"August 31, 1982",Duke University,-17207.194475007705
lloyd neal,5247.0,Lloyd Neal,PF,27.0,POR,61.0,23.593374650359237,1174.0,19.8,0.543,0.15860433144009717,0.328,10.5,22.3,10.3,1.1,1.0,13.4,24.0,2.4,1.9,1.1,-0.5,0.8,22.215036720029588,0.24879631551634632,0.718,116.0,81.0,29.0,21.0,96.0,Lloyd Neal,201.0,102.0,Tennessee State University,Talbottom,Georgia,Lloyd Neal,C-F,6-7,"December 10, 1950",Tennessee State University,-5233.4006667039475
kevin durant,18894.0,Kevin Durant,SG,19.0,SEA,80.0,80.0,2768.0,15.8,0.519,0.15,0.328,2.8,10.9,12.0,1.4,1.9,12.9,28.1,0.4,1.9,-0.6,-0.7,0.4,59.0,0.288,0.873,70.0,192.0,78.0,75.0,232.0,Kevin Durant,206.0,108.0,University of Texas at Austin,Washington,District of Columbia,Kevin Durant,F-G,6-9,"September 29, 1988",University of Texas at Austin,-18861.661184325672
mike bibby,13998.0,Mike Bibby,PG,20.0,VAN,50.0,50.0,1758.0,14.8,0.487,0.122,0.279,2.0,7.2,35.1,2.4,0.2,17.7,21.5,1.1,0.2,0.3,-2.5,-0.1,15.0,0.203,0.751,30.0,325.0,78.0,5.0,146.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-13977.041403990506
fab melo,22034.0,Fab Melo,C,22.0,BOS,6.0,0.0,36.0,4.9,0.451,0.0,0.667,0.0,9.6,0.0,2.9,4.4,11.4,11.5,0.0,0.1,-7.5,1.7,0.0,0.0,0.24879631551634632,0.25,0.0,0.0,2.0,2.0,1.0,Fab Melo,213.0,115.0,Syracuse University,Juiz de Forz,Brazil,Fab Melo,C,7-0,"June 20, 1990",Syracuse University,-22032.276199747048
solomon hill,22529.0,Solomon Hill,SF,22.0,IND,28.0,0.0,226.0,7.6,0.545,0.575,0.175,4.7,15.2,7.9,1.1,0.7,23.2,11.3,0.0,0.4,-3.3,1.0,0.0,7.0,0.304,0.857,9.0,12.0,5.0,2.0,13.0,Solomon Hill,201.0,102.0,University of Arizona,Los Angeles,California,Solomon Hill,F,6-7,"March 18, 1991",University of Arizona,-22525.094448316348
hollis thompson,24616.0,Hollis Thompson,SG,25.0,NOP,9.0,8.0,191.0,4.7,0.378,0.585,0.22,2.2,13.3,6.3,1.5,0.0,4.3,10.9,-0.2,0.2,-4.3,0.2,-0.1,6.0,0.25,0.667,4.0,9.0,6.0,0.0,2.0,Hollis Thompson,203.0,93.0,Georgetown University,Pasadena,California,Hollis Thompson,G-F,6-8,"April 3, 1991",Georgetown University,-24612.374148015606
mike bibby,20568.0,Mike Bibby,PG,32.0,MIA,22.0,12.0,582.0,9.0,0.601,0.698,0.127,0.4,9.1,14.1,1.0,0.4,19.4,13.3,0.4,0.6,0.0,-0.8,0.2,40.0,0.455,0.625,2.0,55.0,11.0,3.0,32.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-20560.23184422885
solomon hill,23133.0,Solomon Hill,SF,23.0,IND,82.0,78.0,2381.0,10.2,0.507,0.328,0.304,3.3,11.2,11.9,1.4,0.6,13.8,15.9,0.9,2.6,-1.1,0.8,1.0,68.0,0.327,0.824,70.0,184.0,66.0,18.0,115.0,Solomon Hill,201.0,102.0,University of Arizona,Los Angeles,California,Solomon Hill,F,6-7,"March 18, 1991",University of Arizona,-23104.83661697838
chris wilcox,21094.0,Chris Wilcox,PF,28.0,DET,57.0,29.0,995.0,18.0,0.587,0.003,0.276,11.2,22.7,7.4,1.6,1.4,10.6,18.9,2.0,0.8,0.4,-0.9,0.4,0.0,0.0,0.562,95.0,43.0,29.0,17.0,43.0,Chris Wilcox,208.0,100.0,University of Maryland,Raleigh,North Carolina,Chris Wilcox,F,6-10,"September 3, 1982",University of Maryland,-21081.49196351521
mike bibby,20567.0,Mike Bibby,PG,32.0,WAS,2.0,0.0,29.0,1.1,0.111,0.444,0.0,0.0,12.2,37.8,1.8,0.0,10.0,15.2,-0.1,0.0,-7.9,-3.4,-0.1,0.0,0.0,0.7192786333417487,0.0,8.0,1.0,0.0,1.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-20565.4201057006
mike bibby,20566.0,Mike Bibby,PG,32.0,ATL,56.0,56.0,1674.0,11.7,0.57,0.58,0.104,1.1,9.1,18.9,1.2,0.3,12.8,15.0,1.9,1.2,1.0,-1.3,0.7,113.0,0.441,0.63,15.0,202.0,38.0,6.0,68.0,Mike Bibby,185.0,86.0,University of Arizona,Cherry Hill,New Jersey,Mike Bibby,G,6-1,"May 13, 1978",University of Arizona,-20545.943600047318
jim rowinski,9427.0,Jim Rowinski,C,28.0,PHI,3.0,0.0,7.0,18.8,0.521,0.0,1.0,15.9,32.2,0.0,0.0,0.0,0.0,17.1,0.0,0.0,-3.3,-8.8,0.0,0.0,0.24879631551634632,0.5,1.0,0.0,0.0,0.0,0.0,Jim Rowinski,203.0,113.0,Purdue University,Long Island,New York,Jim Rowinski,F-C,6-8,"January 4, 1961",Purdue University,-9426.403989253811
sam bowie,7578.0,Sam Bowie,C,23.0,POR,76.0,62.0,2216.0,15.7,0.578,0.0,0.404,10.5,22.6,12.2,1.2,5.0,20.8,14.8,2.2,3.5,-0.3,3.8,3.1,0.0,0.24879631551634632,0.711,207.0,215.0,55.0,203.0,172.0,Sam Bowie,216.0,106.0,University of Kentucky,Lebanon,Pennsylvania,Sam Bowie,C-F,7-1,"March 17, 1961",University of Kentucky,-7552.27908556632
gerald henderson,8823.0,Gerald Henderson,PG,32.0,TOT,75.0,5.0,1505.0,12.1,0.564,0.36,0.375,2.1,6.2,22.5,2.3,0.2,20.1,18.5,1.3,0.9,0.3,-2.2,0.1,69.0,0.423,0.812,27.0,231.0,69.0,5.0,133.0,Gerald Henderson,188.0,79.0,Virginia Commonwealth University,Richmond,Virginia,Gerald Henderson,G,6-5,"December 9, 1987",Duke University,-8805.362747571133
gerald henderson,8823.0,Gerald Henderson,PG,32.0,TOT,75.0,5.0,1505.0,12.1,0.564,0.36,0.375,2.1,6.2,22.5,2.3,0.2,20.1,18.5,1.3,0.9,0.3,-2.2,0.1,69.0,0.423,0.812,27.0,231.0,69.0,5.0,133.0,Gerald Henderson,188.0,79.0,Virginia Commonwealth University,Richmond,Virginia,Gerald Henderson,G,6-2,"January 16, 1956",Virginia Commonwealth University,-8805.362747571133
frank oleynick,4891.0,Frank Oleynick,PG,21.0,SEA,50.0,23.593374650359237,516.0,9.6,0.408,0.15860433144009717,0.238,2.5,6.7,16.3,1.1,0.4,15.085098559901962,18.906491853360468,-0.5,0.3,-4.5,-2.7,-0.7,22.215036720029588,0.24879631551634632,0.736,13.0,60.0,13.0,4.0,73.93983201832528,Frank Oleynick,188.0,83.0,Seattle University,Bridgeport,Connecticut,Frank Oleynick,G,6-2,"February 20, 1955",Seattle University,-4884.859744755971
